"gene_name","de_novo_junctions","strand","paste_into_igv_junction","delta075025","delta025021","delta021018","delta018012","delta012000","color_gene_name","name","value"
"GTF2H2",0,"-","chr5:71062796-71067494",-0.0758,0.0648,-0.0306,0.2558,-0.0057,"none","dox_075",0.2561
"ADAMTS19",1,"+","chr5:129566535-129596559",0.00969999999999993,0.9574,-0.0084,0.0096,-0.0111,"none","no_dox",0.0281
"ADAMTS19",1,"+","chr5:129566535-129596559",0.00969999999999993,0.9574,-0.0084,0.0096,-0.0111,"none","dox_0125",0.017
"ADAMTS19",1,"+","chr5:129566535-129596559",0.00969999999999993,0.9574,-0.0084,0.0096,-0.0111,"none","dox_0187",0.0266
"ADAMTS19",1,"+","chr5:129566535-129596559",0.00969999999999993,0.9574,-0.0084,0.0096,-0.0111,"none","dox_021",0.0182
"ADAMTS19",1,"+","chr5:129566535-129596559",0.00969999999999993,0.9574,-0.0084,0.0096,-0.0111,"none","dox_025",0.9756
"ADAMTS19",1,"+","chr5:129566535-129596559",0.00969999999999993,0.9574,-0.0084,0.0096,-0.0111,"none","dox_075",0.9853
"ARHGAP26",1,"+","chr5:143214088-143216190",-0.0476,0.0691,-0.0391,0.1267,0,"none","no_dox",0.01
"ARHGAP26",1,"+","chr5:143214088-143216190",-0.0476,0.0691,-0.0391,0.1267,0,"none","dox_0125",0.01
"ARHGAP26",1,"+","chr5:143214088-143216190",-0.0476,0.0691,-0.0391,0.1267,0,"none","dox_0187",0.1367
"ARHGAP26",1,"+","chr5:143214088-143216190",-0.0476,0.0691,-0.0391,0.1267,0,"none","dox_021",0.0976
"ARHGAP26",1,"+","chr5:143214088-143216190",-0.0476,0.0691,-0.0391,0.1267,0,"none","dox_025",0.1667
"ARHGAP26",1,"+","chr5:143214088-143216190",-0.0476,0.0691,-0.0391,0.1267,0,"none","dox_075",0.1191
"TRIM41",1,"+","chr5:181232889-181232966",0.0975,-0.085,0.0434,-0.0516,0.0967,"none","no_dox",0.0424
"TRIM41",1,"+","chr5:181232889-181232966",0.0975,-0.085,0.0434,-0.0516,0.0967,"none","dox_0125",0.1391
"TRIM41",1,"+","chr5:181232889-181232966",0.0975,-0.085,0.0434,-0.0516,0.0967,"none","dox_0187",0.0875
"TRIM41",1,"+","chr5:181232889-181232966",0.0975,-0.085,0.0434,-0.0516,0.0967,"none","dox_021",0.1309
"TRIM41",1,"+","chr5:181232889-181232966",0.0975,-0.085,0.0434,-0.0516,0.0967,"none","dox_025",0.0459
"TRIM41",1,"+","chr5:181232889-181232966",0.0975,-0.085,0.0434,-0.0516,0.0967,"none","dox_075",0.1434
"RNF44",0,"-","chr5:176532132-176532366",0.0896,-0.0354,0.0036,-0.0068,0.0141,"none","no_dox",0.0462
"RNF44",0,"-","chr5:176532132-176532366",0.0896,-0.0354,0.0036,-0.0068,0.0141,"none","dox_0125",0.0603
"RNF44",0,"-","chr5:176532132-176532366",0.0896,-0.0354,0.0036,-0.0068,0.0141,"none","dox_0187",0.0535
"RNF44",0,"-","chr5:176532132-176532366",0.0896,-0.0354,0.0036,-0.0068,0.0141,"none","dox_021",0.0571
"RNF44",0,"-","chr5:176532132-176532366",0.0896,-0.0354,0.0036,-0.0068,0.0141,"none","dox_025",0.0217
"RNF44",0,"-","chr5:176532132-176532366",0.0896,-0.0354,0.0036,-0.0068,0.0141,"none","dox_075",0.1113
"MMS22L",0,"-","chr6:97259669-97263335",0.0753,-0.0344,0.0058,0.0375,0.0058,"none","no_dox",0.0134
"MMS22L",0,"-","chr6:97259669-97263335",0.0753,-0.0344,0.0058,0.0375,0.0058,"none","dox_0125",0.0192
"MMS22L",0,"-","chr6:97259669-97263335",0.0753,-0.0344,0.0058,0.0375,0.0058,"none","dox_0187",0.0567
"MMS22L",0,"-","chr6:97259669-97263335",0.0753,-0.0344,0.0058,0.0375,0.0058,"none","dox_021",0.0625
"MMS22L",0,"-","chr6:97259669-97263335",0.0753,-0.0344,0.0058,0.0375,0.0058,"none","dox_025",0.0281
"MMS22L",0,"-","chr6:97259669-97263335",0.0753,-0.0344,0.0058,0.0375,0.0058,"none","dox_075",0.1034
"SHPRH",1,"-","chr6:145888100-145894150",0.1476,-0.0213,0.0084,0.0175,-0.006,"none","no_dox",0.0086
"SHPRH",1,"-","chr6:145888100-145894150",0.1476,-0.0213,0.0084,0.0175,-0.006,"none","dox_0125",0.0026
"SHPRH",1,"-","chr6:145888100-145894150",0.1476,-0.0213,0.0084,0.0175,-0.006,"none","dox_0187",0.0201
"SHPRH",1,"-","chr6:145888100-145894150",0.1476,-0.0213,0.0084,0.0175,-0.006,"none","dox_021",0.0285
"SHPRH",1,"-","chr6:145888100-145894150",0.1476,-0.0213,0.0084,0.0175,-0.006,"none","dox_025",0.0072
"SHPRH",1,"-","chr6:145888100-145894150",0.1476,-0.0213,0.0084,0.0175,-0.006,"none","dox_075",0.1548
"PSPH",1,"-","chr7:56034154-56042391",0.0784,-0.0069,0.026,-0.0249,0.0171,"none","no_dox",0.0366
"PSPH",1,"-","chr7:56034154-56042391",0.0784,-0.0069,0.026,-0.0249,0.0171,"none","dox_0125",0.0537
"PSPH",1,"-","chr7:56034154-56042391",0.0784,-0.0069,0.026,-0.0249,0.0171,"none","dox_0187",0.0288
"PSPH",1,"-","chr7:56034154-56042391",0.0784,-0.0069,0.026,-0.0249,0.0171,"none","dox_021",0.0548
"PSPH",1,"-","chr7:56034154-56042391",0.0784,-0.0069,0.026,-0.0249,0.0171,"none","dox_025",0.0479
"PSPH",1,"-","chr7:56034154-56042391",0.0784,-0.0069,0.026,-0.0249,0.0171,"none","dox_075",0.1263
"GIGYF1",1,"-","chr7:100682774-100683012",0.0187,0.027,-0.0266,0.0686,-0.007,"none","no_dox",0.0259
"GIGYF1",1,"-","chr7:100682774-100683012",0.0187,0.027,-0.0266,0.0686,-0.007,"none","dox_0125",0.0189
"GIGYF1",1,"-","chr7:100682774-100683012",0.0187,0.027,-0.0266,0.0686,-0.007,"none","dox_0187",0.0875
"GIGYF1",1,"-","chr7:100682774-100683012",0.0187,0.027,-0.0266,0.0686,-0.007,"none","dox_021",0.0609
"GIGYF1",1,"-","chr7:100682774-100683012",0.0187,0.027,-0.0266,0.0686,-0.007,"none","dox_025",0.0879
"GIGYF1",1,"-","chr7:100682774-100683012",0.0187,0.027,-0.0266,0.0686,-0.007,"none","dox_075",0.1066
"NCAPG2",0,"-","chr7:158658408-158664184",0.0842,0.0215,-0.0116,0.0024,-0.0047,"none","no_dox",0.03
"NCAPG2",0,"-","chr7:158658408-158664184",0.0842,0.0215,-0.0116,0.0024,-0.0047,"none","dox_0125",0.0253
"NCAPG2",0,"-","chr7:158658408-158664184",0.0842,0.0215,-0.0116,0.0024,-0.0047,"none","dox_0187",0.0277
"NCAPG2",0,"-","chr7:158658408-158664184",0.0842,0.0215,-0.0116,0.0024,-0.0047,"none","dox_021",0.0161
"NCAPG2",0,"-","chr7:158658408-158664184",0.0842,0.0215,-0.0116,0.0024,-0.0047,"none","dox_025",0.0376
"NCAPG2",0,"-","chr7:158658408-158664184",0.0842,0.0215,-0.0116,0.0024,-0.0047,"none","dox_075",0.1218
"KDM6A",0,"+","chrX:44961392-45010961",0.114,-0.0015,9.99999999999994e-05,-0.0185,0.0161,"none","no_dox",0.0078
"KDM6A",0,"+","chrX:44961392-45010961",0.114,-0.0015,9.99999999999994e-05,-0.0185,0.0161,"none","dox_0125",0.0239
"KDM6A",0,"+","chrX:44961392-45010961",0.114,-0.0015,9.99999999999994e-05,-0.0185,0.0161,"none","dox_0187",0.0054
"KDM6A",0,"+","chrX:44961392-45010961",0.114,-0.0015,9.99999999999994e-05,-0.0185,0.0161,"none","dox_021",0.0055
"KDM6A",0,"+","chrX:44961392-45010961",0.114,-0.0015,9.99999999999994e-05,-0.0185,0.0161,"none","dox_025",0.004
"KDM6A",0,"+","chrX:44961392-45010961",0.114,-0.0015,9.99999999999994e-05,-0.0185,0.0161,"none","dox_075",0.118
"DIAPH2",1,"+","chrX:96685190-96738586",0.02,0.00850000000000001,0.0844,-0.0059,0.0012,"none","no_dox",0.0142
"DIAPH2",1,"+","chrX:96685190-96738586",0.02,0.00850000000000001,0.0844,-0.0059,0.0012,"none","dox_0125",0.0154
"DIAPH2",1,"+","chrX:96685190-96738586",0.02,0.00850000000000001,0.0844,-0.0059,0.0012,"none","dox_0187",0.0095
"DIAPH2",1,"+","chrX:96685190-96738586",0.02,0.00850000000000001,0.0844,-0.0059,0.0012,"none","dox_021",0.0939
"DIAPH2",1,"+","chrX:96685190-96738586",0.02,0.00850000000000001,0.0844,-0.0059,0.0012,"none","dox_025",0.1024
"DIAPH2",1,"+","chrX:96685190-96738586",0.02,0.00850000000000001,0.0844,-0.0059,0.0012,"none","dox_075",0.1224
"ERLIN2",0,"+","chr8:37737007-37737908",-0.0509,0.0835,0.00850000000000001,0.0253,0.0553,"none","no_dox",0.0488
"ERLIN2",0,"+","chr8:37737007-37737908",-0.0509,0.0835,0.00850000000000001,0.0253,0.0553,"none","dox_0125",0.1041
"ERLIN2",0,"+","chr8:37737007-37737908",-0.0509,0.0835,0.00850000000000001,0.0253,0.0553,"none","dox_0187",0.1294
"ERLIN2",0,"+","chr8:37737007-37737908",-0.0509,0.0835,0.00850000000000001,0.0253,0.0553,"none","dox_021",0.1379
"ERLIN2",0,"+","chr8:37737007-37737908",-0.0509,0.0835,0.00850000000000001,0.0253,0.0553,"none","dox_025",0.2214
"ERLIN2",0,"+","chr8:37737007-37737908",-0.0509,0.0835,0.00850000000000001,0.0253,0.0553,"none","dox_075",0.1705
"TACC1",0,"+","chr8:38820635-38823990",0.088,0.0188,-0.0085,0.0079,-0.0032,"none","no_dox",0.0056
"TACC1",0,"+","chr8:38820635-38823990",0.088,0.0188,-0.0085,0.0079,-0.0032,"none","dox_0125",0.0024
"TACC1",0,"+","chr8:38820635-38823990",0.088,0.0188,-0.0085,0.0079,-0.0032,"none","dox_0187",0.0103
"TACC1",0,"+","chr8:38820635-38823990",0.088,0.0188,-0.0085,0.0079,-0.0032,"none","dox_021",0.0018
"TACC1",0,"+","chr8:38820635-38823990",0.088,0.0188,-0.0085,0.0079,-0.0032,"none","dox_025",0.0206
"TACC1",0,"+","chr8:38820635-38823990",0.088,0.0188,-0.0085,0.0079,-0.0032,"none","dox_075",0.1086
"CBWD5",0,"+","chr9:65731867-65732947",0.1291,0.0318,0.0039,-0.0465,0.0326,"none","no_dox",0.0249
"CBWD5",0,"+","chr9:65731867-65732947",0.1291,0.0318,0.0039,-0.0465,0.0326,"none","dox_0125",0.0575
"CBWD5",0,"+","chr9:65731867-65732947",0.1291,0.0318,0.0039,-0.0465,0.0326,"none","dox_0187",0.011
"CBWD5",0,"+","chr9:65731867-65732947",0.1291,0.0318,0.0039,-0.0465,0.0326,"none","dox_021",0.0149
"CBWD5",0,"+","chr9:65731867-65732947",0.1291,0.0318,0.0039,-0.0465,0.0326,"none","dox_025",0.0467
"CBWD5",0,"+","chr9:65731867-65732947",0.1291,0.0318,0.0039,-0.0465,0.0326,"none","dox_075",0.1758
"AOPEP",0,"+","chr9:95049055-95060694",0.9106,-0.0012,0.0158,0.0274,-0.0396,"late","no_dox",0.0435
"AOPEP",0,"+","chr9:95049055-95060694",0.9106,-0.0012,0.0158,0.0274,-0.0396,"late","dox_0125",0.0039
"AOPEP",0,"+","chr9:95049055-95060694",0.9106,-0.0012,0.0158,0.0274,-0.0396,"late","dox_0187",0.0313
"AOPEP",0,"+","chr9:95049055-95060694",0.9106,-0.0012,0.0158,0.0274,-0.0396,"late","dox_021",0.0471
"AOPEP",0,"+","chr9:95049055-95060694",0.9106,-0.0012,0.0158,0.0274,-0.0396,"late","dox_025",0.0459
"AOPEP",0,"+","chr9:95049055-95060694",0.9106,-0.0012,0.0158,0.0274,-0.0396,"late","dox_075",0.9565
"PTGES2",0,"-","chr9:128125441-128128248",0.0861,0.0206,0.0048,0.0049,-0.0254,"none","no_dox",0.0298
"PTGES2",0,"-","chr9:128125441-128128248",0.0861,0.0206,0.0048,0.0049,-0.0254,"none","dox_0125",0.0044
"PTGES2",0,"-","chr9:128125441-128128248",0.0861,0.0206,0.0048,0.0049,-0.0254,"none","dox_0187",0.0093
"PTGES2",0,"-","chr9:128125441-128128248",0.0861,0.0206,0.0048,0.0049,-0.0254,"none","dox_021",0.0141
"PTGES2",0,"-","chr9:128125441-128128248",0.0861,0.0206,0.0048,0.0049,-0.0254,"none","dox_025",0.0347
"PTGES2",0,"-","chr9:128125441-128128248",0.0861,0.0206,0.0048,0.0049,-0.0254,"none","dox_075",0.1208
"MIGA2",1,"+","chr9:129068332-129068838",0.1468,-0.0419,0.0462,0.0175,-0.0147,"none","no_dox",0.0183
"MIGA2",1,"+","chr9:129068332-129068838",0.1468,-0.0419,0.0462,0.0175,-0.0147,"none","dox_0125",0.0036
"MIGA2",1,"+","chr9:129068332-129068838",0.1468,-0.0419,0.0462,0.0175,-0.0147,"none","dox_0187",0.0211
"MIGA2",1,"+","chr9:129068332-129068838",0.1468,-0.0419,0.0462,0.0175,-0.0147,"none","dox_021",0.0673
"MIGA2",1,"+","chr9:129068332-129068838",0.1468,-0.0419,0.0462,0.0175,-0.0147,"none","dox_025",0.0254
"MIGA2",1,"+","chr9:129068332-129068838",0.1468,-0.0419,0.0462,0.0175,-0.0147,"none","dox_075",0.1722
"DPH7",1,"-","chr9:137575894-137576080",0.0861,-0.0033,-0.0315,0.0351,0.0308,"none","no_dox",7e-04
"DPH7",1,"-","chr9:137575894-137576080",0.0861,-0.0033,-0.0315,0.0351,0.0308,"none","dox_0125",0.0315
"DPH7",1,"-","chr9:137575894-137576080",0.0861,-0.0033,-0.0315,0.0351,0.0308,"none","dox_0187",0.0666
"DPH7",1,"-","chr9:137575894-137576080",0.0861,-0.0033,-0.0315,0.0351,0.0308,"none","dox_021",0.0351
"DPH7",1,"-","chr9:137575894-137576080",0.0861,-0.0033,-0.0315,0.0351,0.0308,"none","dox_025",0.0318
"DPH7",1,"-","chr9:137575894-137576080",0.0861,-0.0033,-0.0315,0.0351,0.0308,"none","dox_075",0.1179
"DPH7",0,"-","chr9:137574843-137575709",0.0987,-0.0392,0.0159,0.0339,-0.0145,"none","no_dox",0.0379
"DPH7",0,"-","chr9:137574843-137575709",0.0987,-0.0392,0.0159,0.0339,-0.0145,"none","dox_0125",0.0234
"DPH7",0,"-","chr9:137574843-137575709",0.0987,-0.0392,0.0159,0.0339,-0.0145,"none","dox_0187",0.0573
"DPH7",0,"-","chr9:137574843-137575709",0.0987,-0.0392,0.0159,0.0339,-0.0145,"none","dox_021",0.0732
"DPH7",0,"-","chr9:137574843-137575709",0.0987,-0.0392,0.0159,0.0339,-0.0145,"none","dox_025",0.034
"DPH7",0,"-","chr9:137574843-137575709",0.0987,-0.0392,0.0159,0.0339,-0.0145,"none","dox_075",0.1327
"SEC16A",1,"-","chr9:136477684-136483699",0.4605,-0.0134,-0.0079,0.0163,0.0169,"late","no_dox",0.0483
"SEC16A",1,"-","chr9:136477684-136483699",0.4605,-0.0134,-0.0079,0.0163,0.0169,"late","dox_0125",0.0652
"SEC16A",1,"-","chr9:136477684-136483699",0.4605,-0.0134,-0.0079,0.0163,0.0169,"late","dox_0187",0.0815
"SEC16A",1,"-","chr9:136477684-136483699",0.4605,-0.0134,-0.0079,0.0163,0.0169,"late","dox_021",0.0736
"SEC16A",1,"-","chr9:136477684-136483699",0.4605,-0.0134,-0.0079,0.0163,0.0169,"late","dox_025",0.0602
"SEC16A",1,"-","chr9:136477684-136483699",0.4605,-0.0134,-0.0079,0.0163,0.0169,"late","dox_075",0.5207
"USP6NL",1,"-","chr10:11487871-11489102",0.0393,0.111,-0.0187,0.0521,3e-04,"none","no_dox",0.002
"USP6NL",1,"-","chr10:11487871-11489102",0.0393,0.111,-0.0187,0.0521,3e-04,"none","dox_0125",0.0023
"USP6NL",1,"-","chr10:11487871-11489102",0.0393,0.111,-0.0187,0.0521,3e-04,"none","dox_0187",0.0544
"USP6NL",1,"-","chr10:11487871-11489102",0.0393,0.111,-0.0187,0.0521,3e-04,"none","dox_021",0.0357
"USP6NL",1,"-","chr10:11487871-11489102",0.0393,0.111,-0.0187,0.0521,3e-04,"none","dox_025",0.1467
"USP6NL",1,"-","chr10:11487871-11489102",0.0393,0.111,-0.0187,0.0521,3e-04,"none","dox_075",0.186
"USP6NL",1,"-","chr10:11485911-11487803",0.09,0.0541,-0.0672,0.0608,0.0186,"none","no_dox",0.002
"USP6NL",1,"-","chr10:11485911-11487803",0.09,0.0541,-0.0672,0.0608,0.0186,"none","dox_0125",0.0206
"USP6NL",1,"-","chr10:11485911-11487803",0.09,0.0541,-0.0672,0.0608,0.0186,"none","dox_0187",0.0814
"USP6NL",1,"-","chr10:11485911-11487803",0.09,0.0541,-0.0672,0.0608,0.0186,"none","dox_021",0.0142
"USP6NL",1,"-","chr10:11485911-11487803",0.09,0.0541,-0.0672,0.0608,0.0186,"none","dox_025",0.0683
"USP6NL",1,"-","chr10:11485911-11487803",0.09,0.0541,-0.0672,0.0608,0.0186,"none","dox_075",0.1583
"CAMK2G",1,"-","chr10:73873083-73873201",0.0803,-0.0598,0.0068,0.0681,-0.0117,"none","no_dox",0.0255
"CAMK2G",1,"-","chr10:73873083-73873201",0.0803,-0.0598,0.0068,0.0681,-0.0117,"none","dox_0125",0.0138
"CAMK2G",1,"-","chr10:73873083-73873201",0.0803,-0.0598,0.0068,0.0681,-0.0117,"none","dox_0187",0.0819
"CAMK2G",1,"-","chr10:73873083-73873201",0.0803,-0.0598,0.0068,0.0681,-0.0117,"none","dox_021",0.0887
"CAMK2G",1,"-","chr10:73873083-73873201",0.0803,-0.0598,0.0068,0.0681,-0.0117,"none","dox_025",0.0289
"CAMK2G",1,"-","chr10:73873083-73873201",0.0803,-0.0598,0.0068,0.0681,-0.0117,"none","dox_075",0.1092
"PPRC1",0,"+","chr10:102144307-102148372",0.1263,-0.0154,-0.000999999999999994,0.0417,-0.0306,"none","no_dox",0.0416
"PPRC1",0,"+","chr10:102144307-102148372",0.1263,-0.0154,-0.000999999999999994,0.0417,-0.0306,"none","dox_0125",0.011
"PPRC1",0,"+","chr10:102144307-102148372",0.1263,-0.0154,-0.000999999999999994,0.0417,-0.0306,"none","dox_0187",0.0527
"PPRC1",0,"+","chr10:102144307-102148372",0.1263,-0.0154,-0.000999999999999994,0.0417,-0.0306,"none","dox_021",0.0517
"PPRC1",0,"+","chr10:102144307-102148372",0.1263,-0.0154,-0.000999999999999994,0.0417,-0.0306,"none","dox_025",0.0363
"PPRC1",0,"+","chr10:102144307-102148372",0.1263,-0.0154,-0.000999999999999994,0.0417,-0.0306,"none","dox_075",0.1626
"LIN7C",1,"-","chr11:27501920-27506317",0.0977,-0.023,-0.0062,0.046,-0.0263,"none","no_dox",0.0468
"LIN7C",1,"-","chr11:27501920-27506317",0.0977,-0.023,-0.0062,0.046,-0.0263,"none","dox_0125",0.0205
"LIN7C",1,"-","chr11:27501920-27506317",0.0977,-0.023,-0.0062,0.046,-0.0263,"none","dox_0187",0.0665
"LIN7C",1,"-","chr11:27501920-27506317",0.0977,-0.023,-0.0062,0.046,-0.0263,"none","dox_021",0.0603
"LIN7C",1,"-","chr11:27501920-27506317",0.0977,-0.023,-0.0062,0.046,-0.0263,"none","dox_025",0.0373
"LIN7C",1,"-","chr11:27501920-27506317",0.0977,-0.023,-0.0062,0.046,-0.0263,"none","dox_075",0.135
"ADD3",0,"+","chr10:110106053-110112777",0.969,0.0124,-0.0165,0.0167,-0.0047,"late","no_dox",0.0111
"ADD3",0,"+","chr10:110106053-110112777",0.969,0.0124,-0.0165,0.0167,-0.0047,"late","dox_0125",0.0064
"ADD3",0,"+","chr10:110106053-110112777",0.969,0.0124,-0.0165,0.0167,-0.0047,"late","dox_0187",0.0231
"ADD3",0,"+","chr10:110106053-110112777",0.969,0.0124,-0.0165,0.0167,-0.0047,"late","dox_021",0.0066
"ADD3",0,"+","chr10:110106053-110112777",0.969,0.0124,-0.0165,0.0167,-0.0047,"late","dox_025",0.019
"ADD3",0,"+","chr10:110106053-110112777",0.969,0.0124,-0.0165,0.0167,-0.0047,"late","dox_075",0.988
"ATM",0,"+","chr11:108223686-108227595",0.1187,0.0107,-0.0046,0.0183,-0.0043,"none","no_dox",0.0157
"ATM",0,"+","chr11:108223686-108227595",0.1187,0.0107,-0.0046,0.0183,-0.0043,"none","dox_0125",0.0114
"ATM",0,"+","chr11:108223686-108227595",0.1187,0.0107,-0.0046,0.0183,-0.0043,"none","dox_0187",0.0297
"ATM",0,"+","chr11:108223686-108227595",0.1187,0.0107,-0.0046,0.0183,-0.0043,"none","dox_021",0.0251
"ATM",0,"+","chr11:108223686-108227595",0.1187,0.0107,-0.0046,0.0183,-0.0043,"none","dox_025",0.0358
"ATM",0,"+","chr11:108223686-108227595",0.1187,0.0107,-0.0046,0.0183,-0.0043,"none","dox_075",0.1545
"TTC12",1,"+","chr11:113339474-113341837",-0.0319,0.188,-0.0528,0.0604,0.0504,"none","no_dox",0.0105
"TTC12",1,"+","chr11:113339474-113341837",-0.0319,0.188,-0.0528,0.0604,0.0504,"none","dox_0125",0.0609
"TTC12",1,"+","chr11:113339474-113341837",-0.0319,0.188,-0.0528,0.0604,0.0504,"none","dox_0187",0.1213
"TTC12",1,"+","chr11:113339474-113341837",-0.0319,0.188,-0.0528,0.0604,0.0504,"none","dox_021",0.0685
"TTC12",1,"+","chr11:113339474-113341837",-0.0319,0.188,-0.0528,0.0604,0.0504,"none","dox_025",0.2565
"TTC12",1,"+","chr11:113339474-113341837",-0.0319,0.188,-0.0528,0.0604,0.0504,"none","dox_075",0.2246
"TMEM138",0,"+","chr11:61364315-61364433",0.0798,-0.0165,0.0127,0.004,-0.0033,"none","no_dox",0.0347
"TMEM138",0,"+","chr11:61364315-61364433",0.0798,-0.0165,0.0127,0.004,-0.0033,"none","dox_0125",0.0314
"TMEM138",0,"+","chr11:61364315-61364433",0.0798,-0.0165,0.0127,0.004,-0.0033,"none","dox_0187",0.0354
"TMEM138",0,"+","chr11:61364315-61364433",0.0798,-0.0165,0.0127,0.004,-0.0033,"none","dox_021",0.0481
"TMEM138",0,"+","chr11:61364315-61364433",0.0798,-0.0165,0.0127,0.004,-0.0033,"none","dox_025",0.0316
"TMEM138",0,"+","chr11:61364315-61364433",0.0798,-0.0165,0.0127,0.004,-0.0033,"none","dox_075",0.1114
"KAT14",0,"+","chr20:18138504-18142208",0.0598,-0.0287,0.0218,0.0125,0.0016,"none","no_dox",0.0333
"KAT14",0,"+","chr20:18138504-18142208",0.0598,-0.0287,0.0218,0.0125,0.0016,"none","dox_0125",0.0349
"KAT14",0,"+","chr20:18138504-18142208",0.0598,-0.0287,0.0218,0.0125,0.0016,"none","dox_0187",0.0474
"KAT14",0,"+","chr20:18138504-18142208",0.0598,-0.0287,0.0218,0.0125,0.0016,"none","dox_021",0.0692
"KAT14",0,"+","chr20:18138504-18142208",0.0598,-0.0287,0.0218,0.0125,0.0016,"none","dox_025",0.0405
"KAT14",0,"+","chr20:18138504-18142208",0.0598,-0.0287,0.0218,0.0125,0.0016,"none","dox_075",0.1003
"DSN1",1,"-","chr20:36762512-36766769",0.1465,0.0104,-0.0016,-0.0019,0.0237,"none","no_dox",0.0347
"DSN1",1,"-","chr20:36762512-36766769",0.1465,0.0104,-0.0016,-0.0019,0.0237,"none","dox_0125",0.0584
"DSN1",1,"-","chr20:36762512-36766769",0.1465,0.0104,-0.0016,-0.0019,0.0237,"none","dox_0187",0.0565
"DSN1",1,"-","chr20:36762512-36766769",0.1465,0.0104,-0.0016,-0.0019,0.0237,"none","dox_021",0.0549
"DSN1",1,"-","chr20:36762512-36766769",0.1465,0.0104,-0.0016,-0.0019,0.0237,"none","dox_025",0.0653
"DSN1",1,"-","chr20:36762512-36766769",0.1465,0.0104,-0.0016,-0.0019,0.0237,"none","dox_075",0.2118
"LTO1",0,"-","chr11:69673321-69674551",0.1124,0,-0.0217,0.0222,-6e-04,"none","no_dox",0.0023
"LTO1",0,"-","chr11:69673321-69674551",0.1124,0,-0.0217,0.0222,-6e-04,"none","dox_0125",0.0017
"LTO1",0,"-","chr11:69673321-69674551",0.1124,0,-0.0217,0.0222,-6e-04,"none","dox_0187",0.0239
"LTO1",0,"-","chr11:69673321-69674551",0.1124,0,-0.0217,0.0222,-6e-04,"none","dox_021",0.0022
"LTO1",0,"-","chr11:69673321-69674551",0.1124,0,-0.0217,0.0222,-6e-04,"none","dox_025",0.0022
"LTO1",0,"-","chr11:69673321-69674551",0.1124,0,-0.0217,0.0222,-6e-04,"none","dox_075",0.1146
"FEZ1",0,"-","chr11:125489822-125495836",0.0744,0.1707,-0.0044,0.0229,0.0333,"none","no_dox",0.0063
"FEZ1",0,"-","chr11:125489822-125495836",0.0744,0.1707,-0.0044,0.0229,0.0333,"none","dox_0125",0.0396
"FEZ1",0,"-","chr11:125489822-125495836",0.0744,0.1707,-0.0044,0.0229,0.0333,"none","dox_0187",0.0625
"FEZ1",0,"-","chr11:125489822-125495836",0.0744,0.1707,-0.0044,0.0229,0.0333,"none","dox_021",0.0581
"FEZ1",0,"-","chr11:125489822-125495836",0.0744,0.1707,-0.0044,0.0229,0.0333,"none","dox_025",0.2288
"FEZ1",0,"-","chr11:125489822-125495836",0.0744,0.1707,-0.0044,0.0229,0.0333,"none","dox_075",0.3032
"PLCB3",1,"+","chr11:64266552-64268504",0.1664,-0.0331,0.0215,-0.0222,0.0457,"none","no_dox",0.0129
"PLCB3",1,"+","chr11:64266552-64268504",0.1664,-0.0331,0.0215,-0.0222,0.0457,"none","dox_0125",0.0586
"PLCB3",1,"+","chr11:64266552-64268504",0.1664,-0.0331,0.0215,-0.0222,0.0457,"none","dox_0187",0.0364
"PLCB3",1,"+","chr11:64266552-64268504",0.1664,-0.0331,0.0215,-0.0222,0.0457,"none","dox_021",0.0579
"PLCB3",1,"+","chr11:64266552-64268504",0.1664,-0.0331,0.0215,-0.0222,0.0457,"none","dox_025",0.0248
"PLCB3",1,"+","chr11:64266552-64268504",0.1664,-0.0331,0.0215,-0.0222,0.0457,"none","dox_075",0.1912
"ALDOA",0,"+","chr16:30064505-30065876",0.9752,0.0058,-5e-04,-0.0077,0.0059,"late","no_dox",0.0046
"ALDOA",0,"+","chr16:30064505-30065876",0.9752,0.0058,-5e-04,-0.0077,0.0059,"late","dox_0125",0.0105
"ALDOA",0,"+","chr16:30064505-30065876",0.9752,0.0058,-5e-04,-0.0077,0.0059,"late","dox_0187",0.0028
"ALDOA",0,"+","chr16:30064505-30065876",0.9752,0.0058,-5e-04,-0.0077,0.0059,"late","dox_021",0.0023
"ALDOA",0,"+","chr16:30064505-30065876",0.9752,0.0058,-5e-04,-0.0077,0.0059,"late","dox_025",0.0081
"ALDOA",0,"+","chr16:30064505-30065876",0.9752,0.0058,-5e-04,-0.0077,0.0059,"late","dox_075",0.9833
"DOCK1",0,"+","chr10:127257429-127272011",0.0777,-0.0358,-0.0236,0.0875,0.0128,"none","no_dox",0.0046
"DOCK1",0,"+","chr10:127257429-127272011",0.0777,-0.0358,-0.0236,0.0875,0.0128,"none","dox_0125",0.0174
"DOCK1",0,"+","chr10:127257429-127272011",0.0777,-0.0358,-0.0236,0.0875,0.0128,"none","dox_0187",0.1049
"DOCK1",0,"+","chr10:127257429-127272011",0.0777,-0.0358,-0.0236,0.0875,0.0128,"none","dox_021",0.0813
"DOCK1",0,"+","chr10:127257429-127272011",0.0777,-0.0358,-0.0236,0.0875,0.0128,"none","dox_025",0.0455
"DOCK1",0,"+","chr10:127257429-127272011",0.0777,-0.0358,-0.0236,0.0875,0.0128,"none","dox_075",0.1232
