Sample 1
3/25/2021 5:42 PM
Wavelength (nm)	10mm Absorbance
259.5	-0.056
260.0	-0.055
260.5	-0.055
261.0	-0.054
261.5	-0.054
262.0	-0.052
262.5	-0.051
263.0	-0.051
263.5	-0.052
264.0	-0.053
264.5	-0.055
265.0	-0.055
265.5	-0.054
266.0	-0.053
266.5	-0.056
267.0	-0.055
267.5	-0.057
268.0	-0.055
268.5	-0.056
269.0	-0.055
269.5	-0.056
270.0	-0.052
270.5	-0.050
271.0	-0.048
271.5	-0.047
272.0	-0.045
272.5	-0.045
273.0	-0.046
273.5	-0.045
274.0	-0.043
274.5	-0.041
275.0	-0.038
275.5	-0.037
276.0	-0.035
276.5	-0.034
277.0	-0.031
277.5	-0.032
278.0	-0.033
278.5	-0.032
279.0	-0.032
279.5	-0.033
280.0	-0.031
280.5	-0.028
281.0	-0.027
281.5	-0.025
282.0	-0.025
282.5	-0.024
283.0	-0.023
283.5	-0.023
284.0	-0.023
284.5	-0.025
285.0	-0.024
285.5	-0.023
286.0	-0.022
286.5	-0.021
287.0	-0.019
287.5	-0.016
288.0	-0.017
288.5	-0.018
289.0	-0.018
289.5	-0.018
290.0	-0.018
290.5	-0.019
291.0	-0.017
291.5	-0.017
292.0	-0.014
292.5	-0.013
293.0	-0.015
293.5	-0.013
294.0	-0.014
294.5	-0.014
295.0	-0.015
295.5	-0.014
296.0	-0.013
296.5	-0.014
297.0	-0.013
297.5	-0.014
298.0	-0.014
298.5	-0.013
299.0	-0.013
299.5	-0.014
300.0	-0.015
300.5	-0.014
301.0	-0.014
301.5	-0.014
302.0	-0.014
302.5	-0.012
303.0	-0.012
303.5	-0.011
304.0	-0.010
304.5	-0.009
305.0	-0.009
305.5	-0.008
306.0	-0.008
306.5	-0.007
307.0	-0.004
307.5	-0.002
308.0	0.000
308.5	0.002
309.0	0.003
309.5	0.006
310.0	0.007
310.5	0.005
311.0	0.005
311.5	0.005
312.0	0.004
312.5	0.006
313.0	0.007
313.5	0.009
314.0	0.009
314.5	0.005
315.0	0.004
315.5	0.002
316.0	0.001
316.5	-0.002
317.0	-0.006
317.5	-0.007
318.0	-0.008
318.5	-0.006
319.0	-0.007
319.5	-0.008
320.0	-0.009
320.5	-0.009
321.0	-0.008
321.5	-0.009
322.0	-0.007
322.5	-0.005
323.0	-0.002
323.5	0.000
324.0	0.001
324.5	0.002
325.0	0.000
325.5	0.001
326.0	0.001
326.5	0.001
327.0	0.002
327.5	0.001
328.0	0.001
328.5	-0.001
329.0	0.000
329.5	0.000
330.0	0.003
330.5	0.002
331.0	0.000
331.5	0.002
332.0	0.004
332.5	0.004
333.0	0.005
333.5	0.005
334.0	0.005
334.5	0.006
335.0	0.006
335.5	0.006
336.0	0.005
336.5	0.003
337.0	0.003
337.5	0.001
338.0	0.001
338.5	0.000
339.0	-0.001
339.5	-0.001
340.0	0.000
340.5	-0.001
341.0	0.000
341.5	0.001
342.0	0.003
342.5	0.004
343.0	0.007
343.5	0.008
344.0	0.011
344.5	0.010
345.0	0.011
345.5	0.011
346.0	0.013
346.5	0.015
347.0	0.017
347.5	0.016
348.0	0.020
348.5	0.022
349.0	0.021
349.5	0.021
350.0	0.020


Sample 14
3/25/2021 5:49 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.597
220.5	6.401
221.0	6.211
221.5	6.019
222.0	5.838
222.5	5.660
223.0	5.490
223.5	5.322
224.0	5.156
224.5	4.997
225.0	4.864
225.5	4.760
226.0	4.680
226.5	4.622
227.0	4.575
227.5	4.535
228.0	4.501
228.5	4.473
229.0	4.447
229.5	4.425
230.0	4.404
230.5	4.386
231.0	4.370
231.5	4.357
232.0	4.343
232.5	4.325
233.0	4.307
233.5	4.295
234.0	4.290
234.5	4.291
235.0	4.301
235.5	4.322
236.0	4.350
236.5	4.391
237.0	4.442
237.5	4.506
238.0	4.584
238.5	4.683
239.0	4.792
239.5	4.902
240.0	5.003
240.5	5.094
241.0	5.177
241.5	5.254
242.0	5.335
242.5	5.426
243.0	5.532
243.5	5.660
244.0	5.789
244.5	5.900
245.0	5.998
245.5	6.091
246.0	6.180
246.5	6.269
247.0	6.357
247.5	6.442
248.0	6.522
248.5	6.600
249.0	6.672
249.5	6.739
250.0	6.801
250.5	6.867
251.0	6.939
251.5	7.020
252.0	7.109
252.5	7.197
253.0	7.280
253.5	7.357
254.0	7.426
254.5	7.486
255.0	7.540
255.5	7.585
256.0	7.626
256.5	7.668
257.0	7.704
257.5	7.726
258.0	7.734
258.5	7.735
259.0	7.731
259.5	7.718
260.0	7.705
260.5	7.690
261.0	7.669
261.5	7.645
262.0	7.613
262.5	7.576
263.0	7.529
263.5	7.467
264.0	7.386
264.5	7.290
265.0	7.179
265.5	7.072
266.0	6.966
266.5	6.861
267.0	6.762
267.5	6.661
268.0	6.543
268.5	6.425
269.0	6.315
269.5	6.210
270.0	6.112
270.5	6.011
271.0	5.911
271.5	5.814
272.0	5.712
272.5	5.609
273.0	5.503
273.5	5.398
274.0	5.298
274.5	5.196
275.0	5.094
275.5	4.986
276.0	4.867
276.5	4.741
277.0	4.617
277.5	4.487
278.0	4.355
278.5	4.223
279.0	4.092
279.5	3.964
280.0	3.843
280.5	3.723
281.0	3.602
281.5	3.477
282.0	3.352
282.5	3.229
283.0	3.111
283.5	2.993
284.0	2.881
284.5	2.777
285.0	2.679
285.5	2.582
286.0	2.484
286.5	2.382
287.0	2.278
287.5	2.173
288.0	2.071
288.5	1.976
289.0	1.884
289.5	1.794
290.0	1.705
290.5	1.612
291.0	1.517
291.5	1.421
292.0	1.330
292.5	1.245
293.0	1.162
293.5	1.083
294.0	1.002
294.5	0.923
295.0	0.847
295.5	0.780
296.0	0.719
296.5	0.664
297.0	0.616
297.5	0.573
298.0	0.533
298.5	0.493
299.0	0.455
299.5	0.417
300.0	0.383
300.5	0.352
301.0	0.322
301.5	0.293
302.0	0.264
302.5	0.238
303.0	0.213
303.5	0.192
304.0	0.173
304.5	0.157
305.0	0.141
305.5	0.126
306.0	0.113
306.5	0.101
307.0	0.094
307.5	0.087
308.0	0.081
308.5	0.076
309.0	0.069
309.5	0.066
310.0	0.062
310.5	0.058
311.0	0.056
311.5	0.052
312.0	0.049
312.5	0.048
313.0	0.046
313.5	0.043
314.0	0.042
314.5	0.038
315.0	0.033
315.5	0.030
316.0	0.027
316.5	0.023
317.0	0.019
317.5	0.017
318.0	0.014
318.5	0.012
319.0	0.011
319.5	0.009
320.0	0.009
320.5	0.007
321.0	0.007
321.5	0.007
322.0	0.009
322.5	0.011
323.0	0.014
323.5	0.014
324.0	0.014
324.5	0.014
325.0	0.014
325.5	0.015
326.0	0.014
326.5	0.015
327.0	0.015
327.5	0.014
328.0	0.012
328.5	0.010
329.0	0.010
329.5	0.011
330.0	0.012
330.5	0.010
331.0	0.009
331.5	0.011
332.0	0.012
332.5	0.010
333.0	0.009
333.5	0.008
334.0	0.009
334.5	0.010
335.0	0.009
335.5	0.009
336.0	0.008
336.5	0.006
337.0	0.004
337.5	0.002
338.0	0.002
338.5	0.001
339.0	-0.001
339.5	-0.002
340.0	0.000
340.5	0.000
341.0	0.001
341.5	0.001
342.0	0.001
342.5	0.002
343.0	0.005
343.5	0.006
344.0	0.009
344.5	0.009
345.0	0.009
345.5	0.009
346.0	0.010
346.5	0.012
347.0	0.012
347.5	0.012
348.0	0.014
348.5	0.016
349.0	0.015
349.5	0.014
350.0	0.013


Sample 15
3/25/2021 5:49 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	5.840
220.5	5.661
221.0	5.490
221.5	5.324
222.0	5.162
222.5	5.005
223.0	4.855
223.5	4.712
224.0	4.569
224.5	4.431
225.0	4.313
225.5	4.223
226.0	4.158
226.5	4.109
227.0	4.068
227.5	4.035
228.0	4.007
228.5	3.983
229.0	3.961
229.5	3.943
230.0	3.927
230.5	3.913
231.0	3.900
231.5	3.890
232.0	3.880
232.5	3.868
233.0	3.856
233.5	3.847
234.0	3.846
234.5	3.851
235.0	3.866
235.5	3.890
236.0	3.921
236.5	3.964
237.0	4.012
237.5	4.072
238.0	4.147
238.5	4.241
239.0	4.343
239.5	4.446
240.0	4.538
240.5	4.624
241.0	4.701
241.5	4.773
242.0	4.848
242.5	4.929
243.0	5.026
243.5	5.142
244.0	5.260
244.5	5.362
245.0	5.453
245.5	5.536
246.0	5.616
246.5	5.696
247.0	5.776
247.5	5.854
248.0	5.925
248.5	5.994
249.0	6.060
249.5	6.120
250.0	6.177
250.5	6.236
251.0	6.301
251.5	6.372
252.0	6.451
252.5	6.529
253.0	6.605
253.5	6.675
254.0	6.740
254.5	6.796
255.0	6.843
255.5	6.887
256.0	6.926
256.5	6.962
257.0	6.993
257.5	7.014
258.0	7.021
258.5	7.023
259.0	7.020
259.5	7.007
260.0	6.993
260.5	6.976
261.0	6.957
261.5	6.933
262.0	6.905
262.5	6.871
263.0	6.827
263.5	6.772
264.0	6.700
264.5	6.613
265.0	6.513
265.5	6.410
266.0	6.311
266.5	6.215
267.0	6.128
267.5	6.035
268.0	5.930
268.5	5.822
269.0	5.720
269.5	5.627
270.0	5.538
270.5	5.448
271.0	5.357
271.5	5.269
272.0	5.179
272.5	5.084
273.0	4.991
273.5	4.897
274.0	4.807
274.5	4.715
275.0	4.622
275.5	4.525
276.0	4.416
276.5	4.304
277.0	4.192
277.5	4.075
278.0	3.955
278.5	3.836
279.0	3.717
279.5	3.599
280.0	3.487
280.5	3.378
281.0	3.268
281.5	3.155
282.0	3.042
282.5	2.931
283.0	2.823
283.5	2.717
284.0	2.616
284.5	2.520
285.0	2.430
285.5	2.341
286.0	2.253
286.5	2.161
287.0	2.065
287.5	1.968
288.0	1.877
288.5	1.792
289.0	1.709
289.5	1.627
290.0	1.546
290.5	1.462
291.0	1.376
291.5	1.289
292.0	1.207
292.5	1.129
293.0	1.054
293.5	0.980
294.0	0.907
294.5	0.838
295.0	0.772
295.5	0.710
296.0	0.654
296.5	0.604
297.0	0.560
297.5	0.520
298.0	0.484
298.5	0.448
299.0	0.414
299.5	0.380
300.0	0.349
300.5	0.323
301.0	0.296
301.5	0.270
302.0	0.243
302.5	0.218
303.0	0.196
303.5	0.177
304.0	0.160
304.5	0.146
305.0	0.131
305.5	0.119
306.0	0.108
306.5	0.096
307.0	0.088
307.5	0.080
308.0	0.074
308.5	0.069
309.0	0.064
309.5	0.061
310.0	0.058
310.5	0.054
311.0	0.051
311.5	0.048
312.0	0.045
312.5	0.043
313.0	0.040
313.5	0.038
314.0	0.037
314.5	0.033
315.0	0.030
315.5	0.027
316.0	0.026
316.5	0.024
317.0	0.019
317.5	0.017
318.0	0.014
318.5	0.013
319.0	0.012
319.5	0.011
320.0	0.012
320.5	0.010
321.0	0.009
321.5	0.009
322.0	0.011
322.5	0.013
323.0	0.015
323.5	0.016
324.0	0.014
324.5	0.015
325.0	0.014
325.5	0.015
326.0	0.014
326.5	0.014
327.0	0.015
327.5	0.014
328.0	0.014
328.5	0.013
329.0	0.014
329.5	0.014
330.0	0.014
330.5	0.012
331.0	0.009
331.5	0.009
332.0	0.010
332.5	0.010
333.0	0.010
333.5	0.008
334.0	0.009
334.5	0.010
335.0	0.009
335.5	0.008
336.0	0.007
336.5	0.004
337.0	0.002
337.5	0.001
338.0	0.001
338.5	0.001
339.0	0.000
339.5	0.000
340.0	0.000
340.5	-0.002
341.0	-0.001
341.5	-0.001
342.0	-0.002
342.5	-0.001
343.0	0.001
343.5	0.003
344.0	0.005
344.5	0.007
345.0	0.007
345.5	0.007
346.0	0.009
346.5	0.010
347.0	0.011
347.5	0.011
348.0	0.016
348.5	0.018
349.0	0.017
349.5	0.015
350.0	0.016


Sample 16
3/25/2021 5:50 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.813
220.5	6.619
221.0	6.428
221.5	6.235
222.0	6.049
222.5	5.863
223.0	5.688
223.5	5.509
224.0	5.326
224.5	5.147
225.0	4.992
225.5	4.871
226.0	4.778
226.5	4.708
227.0	4.651
227.5	4.603
228.0	4.559
228.5	4.521
229.0	4.488
229.5	4.456
230.0	4.426
230.5	4.396
231.0	4.370
231.5	4.344
232.0	4.317
232.5	4.282
233.0	4.245
233.5	4.210
234.0	4.183
234.5	4.162
235.0	4.149
235.5	4.146
236.0	4.153
236.5	4.173
237.0	4.200
237.5	4.238
238.0	4.293
238.5	4.362
239.0	4.443
239.5	4.526
240.0	4.603
240.5	4.674
241.0	4.737
241.5	4.798
242.0	4.863
242.5	4.937
243.0	5.026
243.5	5.133
244.0	5.242
244.5	5.337
245.0	5.421
245.5	5.499
246.0	5.573
246.5	5.649
247.0	5.724
247.5	5.796
248.0	5.864
248.5	5.931
249.0	5.995
249.5	6.052
250.0	6.105
250.5	6.162
251.0	6.224
251.5	6.291
252.0	6.366
252.5	6.442
253.0	6.513
253.5	6.582
254.0	6.646
254.5	6.697
255.0	6.742
255.5	6.781
256.0	6.819
256.5	6.852
257.0	6.879
257.5	6.900
258.0	6.910
258.5	6.911
259.0	6.907
259.5	6.896
260.0	6.884
260.5	6.869
261.0	6.848
261.5	6.823
262.0	6.795
262.5	6.763
263.0	6.721
263.5	6.665
264.0	6.595
264.5	6.507
265.0	6.407
265.5	6.303
266.0	6.206
266.5	6.113
267.0	6.023
267.5	5.929
268.0	5.827
268.5	5.724
269.0	5.625
269.5	5.532
270.0	5.442
270.5	5.353
271.0	5.264
271.5	5.176
272.0	5.086
272.5	4.994
273.0	4.902
273.5	4.808
274.0	4.717
274.5	4.629
275.0	4.539
275.5	4.442
276.0	4.335
276.5	4.224
277.0	4.113
277.5	3.999
278.0	3.882
278.5	3.765
279.0	3.647
279.5	3.533
280.0	3.424
280.5	3.318
281.0	3.210
281.5	3.100
282.0	2.988
282.5	2.878
283.0	2.772
283.5	2.669
284.0	2.570
284.5	2.477
285.0	2.388
285.5	2.302
286.0	2.216
286.5	2.127
287.0	2.034
287.5	1.940
288.0	1.849
288.5	1.764
289.0	1.683
289.5	1.603
290.0	1.525
290.5	1.443
291.0	1.357
291.5	1.271
292.0	1.191
292.5	1.114
293.0	1.040
293.5	0.968
294.0	0.896
294.5	0.826
295.0	0.760
295.5	0.701
296.0	0.647
296.5	0.596
297.0	0.554
297.5	0.515
298.0	0.479
298.5	0.444
299.0	0.410
299.5	0.377
300.0	0.347
300.5	0.321
301.0	0.294
301.5	0.269
302.0	0.243
302.5	0.219
303.0	0.197
303.5	0.177
304.0	0.161
304.5	0.146
305.0	0.131
305.5	0.118
306.0	0.106
306.5	0.095
307.0	0.087
307.5	0.080
308.0	0.074
308.5	0.068
309.0	0.063
309.5	0.059
310.0	0.056
310.5	0.052
311.0	0.050
311.5	0.047
312.0	0.044
312.5	0.043
313.0	0.041
313.5	0.040
314.0	0.039
314.5	0.035
315.0	0.031
315.5	0.029
316.0	0.029
316.5	0.026
317.0	0.021
317.5	0.019
318.0	0.016
318.5	0.014
319.0	0.012
319.5	0.011
320.0	0.011
320.5	0.009
321.0	0.010
321.5	0.008
322.0	0.010
322.5	0.012
323.0	0.012
323.5	0.012
324.0	0.011
324.5	0.010
325.0	0.009
325.5	0.010
326.0	0.010
326.5	0.011
327.0	0.012
327.5	0.011
328.0	0.010
328.5	0.008
329.0	0.009
329.5	0.010
330.0	0.011
330.5	0.010
331.0	0.009
331.5	0.010
332.0	0.011
332.5	0.010
333.0	0.010
333.5	0.009
334.0	0.010
334.5	0.010
335.0	0.010
335.5	0.009
336.0	0.008
336.5	0.005
337.0	0.003
337.5	0.001
338.0	0.001
338.5	0.000
339.0	-0.001
339.5	0.000
340.0	0.000
340.5	-0.002
341.0	-0.001
341.5	0.000
342.0	-0.001
342.5	0.000
343.0	0.003
343.5	0.004
344.0	0.006
344.5	0.007
345.0	0.008
345.5	0.009
346.0	0.009
346.5	0.010
347.0	0.009
347.5	0.009
348.0	0.014
348.5	0.016
349.0	0.015
349.5	0.014
350.0	0.013


Sample 17
3/25/2021 5:50 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	6.324
220.5	6.127
221.0	5.943
221.5	5.757
222.0	5.586
222.5	5.426
223.0	5.269
223.5	5.119
224.0	4.974
224.5	4.840
225.0	4.730
225.5	4.647
226.0	4.587
226.5	4.541
227.0	4.507
227.5	4.481
228.0	4.458
228.5	4.439
229.0	4.424
229.5	4.411
230.0	4.401
230.5	4.395
231.0	4.392
231.5	4.392
232.0	4.393
232.5	4.394
233.0	4.399
233.5	4.409
234.0	4.430
234.5	4.457
235.0	4.492
235.5	4.538
236.0	4.592
236.5	4.656
237.0	4.729
237.5	4.814
238.0	4.917
238.5	5.041
239.0	5.178
239.5	5.310
240.0	5.433
240.5	5.542
241.0	5.640
241.5	5.731
242.0	5.825
242.5	5.929
243.0	6.048
243.5	6.190
244.0	6.334
244.5	6.458
245.0	6.568
245.5	6.671
246.0	6.770
246.5	6.869
247.0	6.969
247.5	7.063
248.0	7.152
248.5	7.238
249.0	7.318
249.5	7.392
250.0	7.461
250.5	7.535
251.0	7.614
251.5	7.704
252.0	7.802
252.5	7.902
253.0	7.995
253.5	8.084
254.0	8.162
254.5	8.228
255.0	8.289
255.5	8.341
256.0	8.384
256.5	8.431
257.0	8.468
257.5	8.494
258.0	8.503
258.5	8.505
259.0	8.501
259.5	8.491
260.0	8.476
260.5	8.453
261.0	8.429
261.5	8.399
262.0	8.367
262.5	8.322
263.0	8.267
263.5	8.201
264.0	8.113
264.5	8.008
265.0	7.885
265.5	7.762
266.0	7.644
266.5	7.527
267.0	7.417
267.5	7.299
268.0	7.173
268.5	7.045
269.0	6.926
269.5	6.812
270.0	6.702
270.5	6.591
271.0	6.484
271.5	6.376
272.0	6.266
272.5	6.153
273.0	6.038
273.5	5.926
274.0	5.814
274.5	5.703
275.0	5.594
275.5	5.476
276.0	5.345
276.5	5.205
277.0	5.068
277.5	4.927
278.0	4.784
278.5	4.637
279.0	4.493
279.5	4.352
280.0	4.215
280.5	4.083
281.0	3.948
281.5	3.809
282.0	3.672
282.5	3.537
283.0	3.406
283.5	3.277
284.0	3.155
284.5	3.040
285.0	2.931
285.5	2.823
286.0	2.715
286.5	2.603
287.0	2.485
287.5	2.368
288.0	2.257
288.5	2.152
289.0	2.051
289.5	1.950
290.0	1.850
290.5	1.747
291.0	1.641
291.5	1.535
292.0	1.434
292.5	1.339
293.0	1.248
293.5	1.160
294.0	1.071
294.5	0.987
295.0	0.907
295.5	0.834
296.0	0.769
296.5	0.709
297.0	0.658
297.5	0.611
298.0	0.568
298.5	0.526
299.0	0.484
299.5	0.446
300.0	0.409
300.5	0.377
301.0	0.345
301.5	0.315
302.0	0.283
302.5	0.254
303.0	0.228
303.5	0.204
304.0	0.184
304.5	0.167
305.0	0.150
305.5	0.136
306.0	0.122
306.5	0.109
307.0	0.100
307.5	0.091
308.0	0.085
308.5	0.078
309.0	0.072
309.5	0.068
310.0	0.064
310.5	0.059
311.0	0.057
311.5	0.054
312.0	0.050
312.5	0.048
313.0	0.045
313.5	0.043
314.0	0.042
314.5	0.038
315.0	0.034
315.5	0.030
316.0	0.029
316.5	0.027
317.0	0.022
317.5	0.020
318.0	0.017
318.5	0.015
319.0	0.015
319.5	0.013
320.0	0.013
320.5	0.013
321.0	0.014
321.5	0.012
322.0	0.013
322.5	0.015
323.0	0.018
323.5	0.018
324.0	0.018
324.5	0.018
325.0	0.017
325.5	0.019
326.0	0.019
326.5	0.018
327.0	0.019
327.5	0.019
328.0	0.019
328.5	0.016
329.0	0.014
329.5	0.015
330.0	0.018
330.5	0.017
331.0	0.014
331.5	0.015
332.0	0.015
332.5	0.014
333.0	0.013
333.5	0.011
334.0	0.012
334.5	0.013
335.0	0.012
335.5	0.010
336.0	0.009
336.5	0.008
337.0	0.006
337.5	0.003
338.0	0.002
338.5	0.001
339.0	-0.001
339.5	-0.001
340.0	0.000
340.5	-0.001
341.0	0.000
341.5	0.001
342.0	0.001
342.5	0.003
343.0	0.004
343.5	0.006
344.0	0.008
344.5	0.010
345.0	0.011
345.5	0.013
346.0	0.015
346.5	0.016
347.0	0.017
347.5	0.017
348.0	0.020
348.5	0.022
349.0	0.021
349.5	0.020
350.0	0.020


Sample 18
3/25/2021 5:51 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	7.112
220.5	6.902
221.0	6.696
221.5	6.499
222.0	6.305
222.5	6.111
223.0	5.926
223.5	5.746
224.0	5.565
224.5	5.387
225.0	5.236
225.5	5.121
226.0	5.036
226.5	4.969
227.0	4.915
227.5	4.872
228.0	4.832
228.5	4.800
229.0	4.769
229.5	4.743
230.0	4.719
230.5	4.698
231.0	4.679
231.5	4.660
232.0	4.642
232.5	4.620
233.0	4.597
233.5	4.577
234.0	4.568
234.5	4.565
235.0	4.571
235.5	4.589
236.0	4.616
236.5	4.656
237.0	4.705
237.5	4.766
238.0	4.847
238.5	4.945
239.0	5.056
239.5	5.170
240.0	5.274
240.5	5.366
241.0	5.451
241.5	5.530
242.0	5.612
242.5	5.704
243.0	5.814
243.5	5.945
244.0	6.078
244.5	6.195
245.0	6.297
245.5	6.391
246.0	6.483
246.5	6.577
247.0	6.669
247.5	6.756
248.0	6.840
248.5	6.921
249.0	6.999
249.5	7.070
250.0	7.137
250.5	7.206
251.0	7.281
251.5	7.367
252.0	7.457
252.5	7.551
253.0	7.640
253.5	7.721
254.0	7.794
254.5	7.855
255.0	7.910
255.5	7.962
256.0	8.004
256.5	8.048
257.0	8.084
257.5	8.107
258.0	8.117
258.5	8.118
259.0	8.114
259.5	8.102
260.0	8.088
260.5	8.073
261.0	8.051
261.5	8.024
262.0	7.994
262.5	7.955
263.0	7.906
263.5	7.843
264.0	7.759
264.5	7.656
265.0	7.539
265.5	7.423
266.0	7.309
266.5	7.201
267.0	7.096
267.5	6.988
268.0	6.869
268.5	6.744
269.0	6.629
269.5	6.519
270.0	6.415
270.5	6.308
271.0	6.203
271.5	6.100
272.0	5.992
272.5	5.883
273.0	5.773
273.5	5.663
274.0	5.556
274.5	5.450
275.0	5.341
275.5	5.227
276.0	5.103
276.5	4.972
277.0	4.842
277.5	4.705
278.0	4.568
278.5	4.429
279.0	4.289
279.5	4.155
280.0	4.027
280.5	3.902
281.0	3.776
281.5	3.645
282.0	3.513
282.5	3.387
283.0	3.263
283.5	3.141
284.0	3.024
284.5	2.915
285.0	2.812
285.5	2.709
286.0	2.607
286.5	2.503
287.0	2.393
287.5	2.282
288.0	2.178
288.5	2.078
289.0	1.982
289.5	1.888
290.0	1.795
290.5	1.698
291.0	1.598
291.5	1.496
292.0	1.399
292.5	1.309
293.0	1.222
293.5	1.136
294.0	1.050
294.5	0.969
295.0	0.892
295.5	0.820
296.0	0.757
296.5	0.698
297.0	0.647
297.5	0.601
298.0	0.558
298.5	0.516
299.0	0.476
299.5	0.437
300.0	0.402
300.5	0.370
301.0	0.339
301.5	0.310
302.0	0.279
302.5	0.250
303.0	0.224
303.5	0.201
304.0	0.183
304.5	0.167
305.0	0.151
305.5	0.136
306.0	0.122
306.5	0.109
307.0	0.100
307.5	0.092
308.0	0.085
308.5	0.079
309.0	0.072
309.5	0.068
310.0	0.065
310.5	0.060
311.0	0.058
311.5	0.054
312.0	0.051
312.5	0.048
313.0	0.047
313.5	0.044
314.0	0.043
314.5	0.038
315.0	0.035
315.5	0.032
316.0	0.031
316.5	0.028
317.0	0.022
317.5	0.019
318.0	0.017
318.5	0.015
319.0	0.011
319.5	0.009
320.0	0.008
320.5	0.006
321.0	0.007
321.5	0.006
322.0	0.009
322.5	0.010
323.0	0.011
323.5	0.011
324.0	0.011
324.5	0.011
325.0	0.010
325.5	0.011
326.0	0.010
326.5	0.010
327.0	0.013
327.5	0.013
328.0	0.013
328.5	0.012
329.0	0.012
329.5	0.012
330.0	0.014
330.5	0.013
331.0	0.012
331.5	0.012
332.0	0.012
332.5	0.012
333.0	0.011
333.5	0.010
334.0	0.012
334.5	0.012
335.0	0.010
335.5	0.009
336.0	0.008
336.5	0.004
337.0	0.002
337.5	0.000
338.0	0.000
338.5	-0.001
339.0	-0.001
339.5	-0.001
340.0	0.000
340.5	-0.001
341.0	0.000
341.5	0.000
342.0	0.000
342.5	0.002
343.0	0.005
343.5	0.007
344.0	0.011
344.5	0.012
345.0	0.013
345.5	0.014
346.0	0.014
346.5	0.016
347.0	0.015
347.5	0.015
348.0	0.019
348.5	0.022
349.0	0.021
349.5	0.020
350.0	0.019


Sample 19
3/25/2021 5:51 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.14000	
//WLCalib: 261S 	0.08000	
//WLCalib: 362S 	0.02000	
//WLCalib: 484S 	-0.04000	
//WLCalib: 529S 	0.04000	
//WLCalib: 823S 	-0.28000	
//QSpecEnd: 
220.0	4.828
220.5	4.689
221.0	4.547
221.5	4.468
222.0	4.421
222.5	4.319
223.0	4.247
223.5	4.132
224.0	4.048
224.5	3.971
225.0	3.914
225.5	3.888
226.0	3.839
226.5	3.783
227.0	3.719
227.5	3.672
228.0	3.627
228.5	3.594
229.0	3.552
229.5	3.513
230.0	3.494
230.5	3.467
231.0	3.448
231.5	3.424
232.0	3.383
232.5	3.318
233.0	3.238
233.5	3.173
234.0	3.118
234.5	3.088
235.0	3.054
235.5	3.056
236.0	3.046
236.5	3.053
237.0	3.059
237.5	3.068
238.0	3.069
238.5	3.098
239.0	3.112
239.5	3.135
240.0	3.162
240.5	3.174
241.0	3.170
241.5	3.197
242.0	3.239
242.5	3.263
243.0	3.310
243.5	3.367
244.0	3.457
244.5	3.498
245.0	3.508
245.5	3.515
246.0	3.506
246.5	3.520
247.0	3.535
247.5	3.566
248.0	3.586
248.5	3.611
249.0	3.632
249.5	3.633
250.0	3.626
250.5	3.601
251.0	3.578
251.5	3.519
252.0	3.487
252.5	3.471
253.0	3.480
253.5	3.528
254.0	3.551
254.5	3.559
255.0	3.562
255.5	3.577
256.0	3.598
256.5	3.593
257.0	3.594
257.5	3.613
258.0	3.623
258.5	3.607
259.0	3.599
259.5	3.604
260.0	3.603
260.5	3.584
261.0	3.560
261.5	3.552
262.0	3.571
262.5	3.579
263.0	3.564
263.5	3.542
264.0	3.504
264.5	3.448
265.0	3.404
265.5	3.385
266.0	3.378
266.5	3.357
267.0	3.307
267.5	3.261
268.0	3.206
268.5	3.123
269.0	3.051
269.5	2.954
270.0	2.865
270.5	2.788
271.0	2.722
271.5	2.694
272.0	2.655
272.5	2.609
273.0	2.548
273.5	2.494
274.0	2.431
274.5	2.378
275.0	2.319
275.5	2.260
276.0	2.199
276.5	2.111
277.0	2.032
277.5	1.969
278.0	1.909
278.5	1.839
279.0	1.756
279.5	1.673
