seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd002_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,lsv_junc,ir_start,ir_end,paste_into_igv_junction,junc_dist,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat
chrX,134829282,134845205,15924,+,PABIR3,ENSG00000156500.16,ENSG00000156500.16:s:134829226-134829282,-0.0096,0.08623,0.3883,0.1077,0.0856,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000156500.16:s:134829226-134829282_134829282-134845205,,,chrX:134829282-134845205,15923,+,ENST00000463842.2|ENST00000646004.1|ENST00000644752.1|ENST00000370784.8|ENST00000370785.4|ENST00000645433.2|ENST00000470657.5|ENST00000645176.1|ENST00000642481.1|ENST00000643150.1,ENSE00003643283.1|ENSE00003650002.1,4|3,ENSG00000156500.16,+,ENST00000463842.2|ENST00000646004.1|ENST00000644752.1|ENST00000370784.8|ENST00000370785.4|ENST00000645433.2|ENST00000470657.5|ENST00000645176.1|ENST00000642481.1|ENST00000643150.1|ENST00000645256.1|ENST00000460216.5,ENSE00003719702.1|ENSE00003679883.1,5|4|7|8|6|3|2,ENSG00000156500.16,ENSG00000156500.16,TRUE,annotated
chr8,123527254,123531898,4645,-,FBXO32,ENSG00000156804.7,ENSG00000156804.7:s:123531898-123532143,-0.0136,0.01144,0.6356,0.053,0.009,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000156804.7:s:123531898-123532143_123527254-123531898,,,chr8:123527254-123531898,4644,-,ENST00000520511.1,ENSE00002109245.1,5,ENSG00000156804.7,-,ENST00000517956.5|ENST00000287396.2|ENST00000443022.2|ENST00000521719.5|ENST00000520511.1,ENSE00003609039.1|ENSE00002096547.1|ENSE00003528390.1,4|1,ENSG00000156804.7,ENSG00000156804.7,TRUE,annotated
chr8,123514333,123531898,17566,-,FBXO32,ENSG00000156804.7,ENSG00000156804.7:s:123531898-123532143,0.1162,0.6182,0.04328,0.8312,0.9626,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000156804.7:s:123531898-123532143_123514333-123531898,,,chr8:123514333-123531898,17565,-,ENST00000517956.5|ENST00000287396.2|ENST00000521719.5,ENSE00003495714.1|ENSE00003600273.1|ENSE00002113925.1,5|2,ENSG00000156804.7,-,ENST00000517956.5|ENST00000287396.2|ENST00000443022.2|ENST00000521719.5|ENST00000520511.1,ENSE00003609039.1|ENSE00002096547.1|ENSE00003528390.1,4|1,ENSG00000156804.7,ENSG00000156804.7,TRUE,annotated
chr8,123506574,123531898,25325,-,FBXO32,ENSG00000156804.7,ENSG00000156804.7:s:123531898-123532143,-0.0648,0.2685,0.1793,0.1213,0.0258,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000156804.7:s:123531898-123532143_123506574-123531898,,,chr8:123506574-123531898,25324,-,ENST00000517956.5|ENST00000287396.2|ENST00000443022.2,ENSE00003629790.1|ENSE00003547827.1,7|4|5,ENSG00000156804.7,-,ENST00000517956.5|ENST00000287396.2|ENST00000443022.2|ENST00000521719.5|ENST00000520511.1,ENSE00003609039.1|ENSE00002096547.1|ENSE00003528390.1,4|1,ENSG00000156804.7,ENSG00000156804.7,TRUE,annotated
chr8,123506574,123531898,25325,-,FBXO32,ENSG00000156804.7,ENSG00000156804.7:t:123506392-123506625,-0.1035,0.5203,0.06344,0.1925,0.0524,"t|1e1.1o1|1e2.1o1",2,3,0,ENSG00000156804.7:t:123506392-123506625_123506574-123531898,,,chr8:123506574-123531898,25324,-,ENST00000517956.5|ENST00000287396.2|ENST00000443022.2,ENSE00003629790.1|ENSE00003547827.1,7|4|5,ENSG00000156804.7,-,ENST00000517956.5|ENST00000287396.2|ENST00000443022.2|ENST00000521719.5|ENST00000520511.1,ENSE00003609039.1|ENSE00002096547.1|ENSE00003528390.1,4|1,ENSG00000156804.7,ENSG00000156804.7,TRUE,annotated
chr8,123506574,123513198,6625,-,FBXO32,ENSG00000156804.7,ENSG00000156804.7:t:123506392-123506625,0.1035,0.5203,0.06344,0.8075,0.9476,"t|1e1.1o1|1e2.1o1",2,3,0,ENSG00000156804.7:t:123506392-123506625_123506574-123513198,,,chr8:123506574-123513198,6624,-,ENST00000517956.5|ENST00000287396.2|ENST00000443022.2,ENSE00003629790.1|ENSE00003547827.1,7|4|5,ENSG00000156804.7,-,ENST00000517956.5|ENST00000287396.2,ENSE00003557203.1|ENSE00003626582.1,6|3,ENSG00000156804.7,ENSG00000156804.7,TRUE,annotated
chr15,49170358,49201162,30805,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:s:49170204-49170375,0.1262,0.6928,0.02655,0.0514,0.1794,"s|1e4.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1",5,5,0,ENSG00000156958.15:s:49170204-49170375_49170358-49201162,,,chr15:49170358-49201162,30804,+,ENST00000396509.6|ENST00000558956.5|ENST00000560119.5|ENST00000560138.5|ENST00000559423.5,ENSE00002574923.1|ENSE00002562764.1|ENSE00002215051.1|ENSE00002560482.1|ENSE00002552501.1,1,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49170375,49185614,15240,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:s:49170204-49170375,0,1.222e-08,0.9983,0.0118,0.0129,"s|1e4.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1",5,5,0,ENSG00000156958.15:s:49170204-49170375_49170375-49185614,,,chr15:49170375-49185614,15239,+,ENST00000559208.5|ENST00000560031.6|ENST00000559095.1|ENST00000558145.5|ENST00000544523.5,ENSE00001525218.2|ENSE00002558243.2|ENSE00002570772.1|ENSE00002548657.1|ENSE00002243530.1,1,ENSG00000156958.15,+,ENST00000558145.5,ENSE00002549071.1,2,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49170375,49193911,23537,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:s:49170204-49170375,0,6.446e-21,1,7e-04,8e-04,"s|1e4.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1",5,5,0,ENSG00000156958.15:s:49170204-49170375_49170375-49193911,,,chr15:49170375-49193911,23536,+,ENST00000559208.5|ENST00000560031.6|ENST00000559095.1|ENST00000558145.5|ENST00000544523.5,ENSE00001525218.2|ENSE00002558243.2|ENSE00002570772.1|ENSE00002548657.1|ENSE00002243530.1,1,ENSG00000156958.15,+,ENST00000559095.1,ENSE00002547232.1,2,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49170375,49195085,24711,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:s:49170204-49170375,0,6.446e-21,1,7e-04,8e-04,"s|1e4.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1",5,5,0,ENSG00000156958.15:s:49170204-49170375_49170375-49195085,,,chr15:49170375-49195085,24710,+,ENST00000559208.5|ENST00000560031.6|ENST00000559095.1|ENST00000558145.5|ENST00000544523.5,ENSE00001525218.2|ENSE00002558243.2|ENSE00002570772.1|ENSE00002548657.1|ENSE00002243530.1,1,ENSG00000156958.15,+,ENST00000561074.5|ENST00000558145.5|ENST00000544523.5,ENSE00003674277.1|ENSE00003470379.1,2|3,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49170375,49201162,30788,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:s:49170204-49170375,-0.1251,0.6942,0.02256,0.9364,0.803,"s|1e4.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1",5,5,0,ENSG00000156958.15:s:49170204-49170375_49170375-49201162,,,chr15:49170375-49201162,30787,+,ENST00000559208.5|ENST00000560031.6|ENST00000559095.1|ENST00000558145.5|ENST00000544523.5,ENSE00001525218.2|ENSE00002558243.2|ENSE00002570772.1|ENSE00002548657.1|ENSE00002243530.1,1,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49156016,49201162,45147,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:t:49201162-49201250,-0.0016,0.03429,0.53,0.2254,0.2212,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000156958.15:t:49201162-49201250_49156016-49201162,,,chr15:49156016-49201162,45146,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1,ENSE00002550928.1|ENSE00002539363.1|ENSE00002547562.1|ENSE00002546850.1|ENSE00002549129.1|ENSE00002575506.1|ENSE00002539478.1,1,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49158968,49201162,42195,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:t:49201162-49201250,0,6.446e-21,1,3e-04,0.0046,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000156958.15:t:49201162-49201250_49158968-49201162,,,chr15:49158968-49201162,42194,+,ENST00000560654.5,ENSE00002567593.1,2,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49161861,49201162,39302,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:t:49201162-49201250,0.0473,0.1714,0.2543,0.1428,0.2049,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000156958.15:t:49201162-49201250_49161861-49201162,,,chr15:49161861-49201162,39301,+,ENST00000559883.5|ENST00000559963.5|ENST00000558775.5,ENSE00002555848.1|ENSE00002541152.1,2,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49170358,49201162,30805,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:t:49201162-49201250,0.0628,0.1804,0.2495,0.0316,0.0973,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000156958.15:t:49201162-49201250_49170358-49201162,,,chr15:49170358-49201162,30804,+,ENST00000396509.6|ENST00000558956.5|ENST00000560119.5|ENST00000560138.5|ENST00000559423.5,ENSE00002574923.1|ENSE00002562764.1|ENSE00002215051.1|ENSE00002560482.1|ENSE00002552501.1,1,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49170375,49201162,30788,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:t:49201162-49201250,-0.1331,0.6922,0.02921,0.5889,0.4427,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000156958.15:t:49201162-49201250_49170375-49201162,,,chr15:49170375-49201162,30787,+,ENST00000559208.5|ENST00000560031.6|ENST00000559095.1|ENST00000558145.5|ENST00000544523.5,ENSE00001525218.2|ENSE00002558243.2|ENSE00002570772.1|ENSE00002548657.1|ENSE00002243530.1,1,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49170577,49201162,30586,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:t:49201162-49201250,0,6.446e-21,0.9999,0.0047,0.0101,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000156958.15:t:49201162-49201250_49170577-49201162,,,chr15:49170577-49201162,30585,+,ENST00000559454.5,ENSE00002549086.1,1,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr15,49195214,49201162,5949,+,GALK2,ENSG00000156958.15,ENSG00000156958.15:t:49201162-49201250,0,6.446e-21,1,0.0067,0.0079,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1",7,7,0,ENSG00000156958.15:t:49201162-49201250_49195214-49201162,,,chr15:49195214-49201162,5948,+,ENST00000561074.5|ENST00000558145.5|ENST00000544523.5,ENSE00003674277.1|ENSE00003470379.1,2|3,ENSG00000156958.15,+,ENST00000559883.5|ENST00000559963.5|ENST00000327171.7|ENST00000560654.5|ENST00000558775.5|ENST00000561074.5|ENST00000559040.1|ENST00000396509.6|ENST00000558956.5|ENST00000559208.5|ENST00000560031.6|ENST00000558145.5|ENST00000560119.5|ENST00000544523.5|ENST00000560138.5|ENST00000559423.5|ENST00000559454.5,ENSE00003517227.1|ENSE00003596830.1|ENSE00003680093.1|ENSE00003576742.1,3|2|4,ENSG00000156958.15,ENSG00000156958.15,TRUE,annotated
chr16,15048099,15055891,7793,-,NTAN1,ENSG00000157045.9,ENSG00000157045.9:s:15055891-15056079,-0.109,0.5429,0.05703,0.802,0.661,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000157045.9:s:15055891-15056079_15048099-15055891,,,chr16:15048099-15055891,7792,-,ENST00000287706.8|ENST00000566419.1|ENST00000567420.1,ENSE00003462795.1|ENSE00002618933.1|ENSE00003627153.1,2,ENSG00000157045.9,-,ENST00000622833.4|ENST00000624579.3|ENST00000287706.8|ENST00000565187.5|ENST00000568320.5|ENST00000566419.1|ENST00000563940.1|ENST00000567030.5,ENSE00003717672.1|ENSE00001318750.6|ENSE00002576685.1|ENSE00002582195.1|ENSE00002629912.1|ENSE00002576329.1|ENSE00002626258.1,1,ENSG00000157045.9,ENSG00000157045.9,TRUE,annotated
chr16,15047920,15055891,7972,-,NTAN1,ENSG00000157045.9,ENSG00000157045.9:s:15055891-15056079,9e-04,0.009228,0.6744,0.0852,0.0912,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000157045.9:s:15055891-15056079_15047920-15055891,,,chr16:15047920-15055891,7971,-,ENST00000624579.3|ENST00000287706.8|ENST00000565187.5|ENST00000566419.1|ENST00000563940.1|ENST00000567030.5|ENST00000567420.1,ENSE00003619068.1|ENSE00003546261.1|ENSE00003532191.1,2|3,ENSG00000157045.9,-,ENST00000622833.4|ENST00000624579.3|ENST00000287706.8|ENST00000565187.5|ENST00000568320.5|ENST00000566419.1|ENST00000563940.1|ENST00000567030.5,ENSE00003717672.1|ENSE00001318750.6|ENSE00002576685.1|ENSE00002582195.1|ENSE00002629912.1|ENSE00002576329.1|ENSE00002626258.1,1,ENSG00000157045.9,ENSG00000157045.9,TRUE,annotated
chr16,15047550,15055891,8342,-,NTAN1,ENSG00000157045.9,ENSG00000157045.9:s:15055891-15056079,0.1135,0.5781,0.05049,0.1156,0.2515,"s|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000157045.9:s:15055891-15056079_15047550-15055891,,,chr16:15047550-15055891,8341,-,ENST00000622833.4|ENST00000624579.3|ENST00000287706.8|ENST00000565187.5|ENST00000568320.5|ENST00000566419.1|ENST00000563940.1|ENST00000567030.5|ENST00000567420.1,ENSE00003516802.1|ENSE00003678651.1|ENSE00003567945.1|ENSE00002604979.1|ENSE00002588181.1|ENSE00002623240.1,2|3|4,ENSG00000157045.9,-,ENST00000622833.4|ENST00000624579.3|ENST00000287706.8|ENST00000565187.5|ENST00000568320.5|ENST00000566419.1|ENST00000563940.1|ENST00000567030.5,ENSE00003717672.1|ENSE00001318750.6|ENSE00002576685.1|ENSE00002582195.1|ENSE00002629912.1|ENSE00002576329.1|ENSE00002626258.1,1,ENSG00000157045.9,ENSG00000157045.9,TRUE,annotated
chr3,54879089,54879350,262,+,CACNA2D3,ENSG00000157445.15,ENSG00000157445.15:s:54879018-54879089,0.1316,0.6278,0.03499,0.3535,0.5034,"s|1e1.1o1|1e2.1o2|1e2.2o2",3,3,0,ENSG00000157445.15:s:54879018-54879089_54879089-54879350,,,chr3:54879089-54879350,261,+,ENST00000415676.6|ENST00000474759.6|ENST00000288197.9|ENST00000620722.4|ENST00000471363.5|ENST00000490478.5|ENST00000477024.5|ENST00000468658.1,ENSE00003576193.1|ENSE00003514772.1,20|19|17|18,ENSG00000157445.15,+,ENST00000415676.6|ENST00000474759.6|ENST00000288197.9|ENST00000490478.5|ENST00000468658.1,ENSE00003685481.1|ENSE00003663116.1,21|20|19|18,ENSG00000157445.15,ENSG00000157445.15,TRUE,annotated
chr3,54879089,54880796,1708,+,CACNA2D3,ENSG00000157445.15,ENSG00000157445.15:s:54879018-54879089,-0.1301,0.6192,0.03603,0.6321,0.4826,"s|1e1.1o1|1e2.1o2|1e2.2o2",3,3,0,ENSG00000157445.15:s:54879018-54879089_54879089-54880796,,,chr3:54879089-54880796,1707,+,ENST00000415676.6|ENST00000474759.6|ENST00000288197.9|ENST00000620722.4|ENST00000471363.5|ENST00000490478.5|ENST00000477024.5|ENST00000468658.1,ENSE00003576193.1|ENSE00003514772.1,20|19|17|18,ENSG00000157445.15,+,ENST00000415676.6|ENST00000474759.6|ENST00000288197.9|ENST00000620722.4|ENST00000471363.5|ENST00000490478.5|ENST00000477024.5|ENST00000468658.1,ENSE00003498287.1|ENSE00003518273.1|ENSE00003661713.1,22|21|18|20|19,ENSG00000157445.15,ENSG00000157445.15,TRUE,annotated
chr3,54879089,54880801,1713,+,CACNA2D3,ENSG00000157445.15,ENSG00000157445.15:s:54879018-54879089,-1e-04,5.597e-06,0.9814,0.0159,0.0138,"s|1e1.1o1|1e2.1o2|1e2.2o2",3,3,1,ENSG00000157445.15:s:54879018-54879089_54879089-54880801,,,chr3:54879089-54880801,1712,+,ENST00000415676.6|ENST00000474759.6|ENST00000288197.9|ENST00000620722.4|ENST00000471363.5|ENST00000490478.5|ENST00000477024.5|ENST00000468658.1,ENSE00003576193.1|ENSE00003514772.1,20|19|17|18,ENSG00000157445.15,,,,,,ENSG00000157445.15,FALSE,novel_acceptor
chr21,41953151,41953370,220,-,C2CD2,ENSG00000157617.17,ENSG00000157617.17:s:41953370-41954018,-0.1329,0.6009,0.03486,0.2473,0.0705,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000157617.17:s:41953370-41954018_41953151-41953370,,,chr21:41953151-41953370,219,-,ENST00000478372.1,ENSE00001820148.1,2,ENSG00000157617.17,-,ENST00000380486.4|ENST00000478372.1,ENSE00002277761.2|ENSE00001866501.1,1,ENSG00000157617.17,ENSG00000157617.17,TRUE,annotated
chr21,41942245,41953370,11126,-,C2CD2,ENSG00000157617.17,ENSG00000157617.17:s:41953370-41954018,0.1329,0.6009,0.03486,0.7527,0.9295,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000157617.17:s:41953370-41954018_41942245-41953370,,,chr21:41942245-41953370,11125,-,ENST00000380486.4,ENSE00002214448.1,2,ENSG00000157617.17,-,ENST00000380486.4|ENST00000478372.1,ENSE00002277761.2|ENSE00001866501.1,1,ENSG00000157617.17,ENSG00000157617.17,TRUE,annotated
chr15,89877424,89878265,842,-,AP3S2,ENSG00000157823.17,ENSG00000157823.17:s:89878265-89878300,-0.1477,0.5946,0.02801,0.4352,0.2378,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000157823.17:s:89878265-89878300_89877424-89878265,,,chr15:89877424-89878265,841,-,ENST00000423566.6|ENST00000558999.5|ENST00000560251.1,ENSE00001674538.2,4|5,ENSG00000157823.17,-,ENST00000558011.5|ENST00000558999.5,ENSE00002551730.1,4,ENSG00000157823.17,ENSG00000157823.17,TRUE,annotated
chr15,89871546,89878265,6720,-,AP3S2,ENSG00000157823.17,ENSG00000157823.17:s:89878265-89878300,0.1477,0.5946,0.02801,0.5648,0.7622,"s|1e1.1o1|1e2.1o1",2,3,0,ENSG00000157823.17:s:89878265-89878300_89871546-89878265,,,chr15:89871546-89878265,6719,-,ENST00000336418.9|ENST00000398333.7|ENST00000423566.6|ENST00000558011.5|ENST00000560940.5|ENST00000557999.5|ENST00000558806.5|ENST00000559162.5|ENST00000558999.5|ENST00000558648.5|ENST00000559629.1|ENST00000560184.5|ENST00000560224.1|ENST00000560251.1,ENSE00003468715.1|ENSE00003598264.1|ENSE00003523351.1|ENSE00003651334.1,4|8|5|2|6,ENSG00000157823.17|ENSG00000250021.7,-,ENST00000558011.5|ENST00000558999.5,ENSE00002551730.1,4,ENSG00000157823.17,ENSG00000157823.17|ENSG00000250021.7,TRUE,annotated
chr1,2588453,2588922,470,+,PRXL2B,ENSG00000157870.17,ENSG00000157870.17:t:2588922-2589040,-1e-04,3.105e-06,0.9949,0.008,0.0026,"t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|3e1.1o1",5,3,0,ENSG00000157870.17:t:2588922-2589040_2588453-2588922,,,chr1:2588453-2588922,469,+,ENST00000493183.5|ENST00000474659.5|ENST00000378425.9|ENST00000444521.6|ENST00000419916.8|ENST00000378424.9|ENST00000537325.6|ENST00000378427.6|ENST00000464043.5|ENST00000465233.6|ENST00000498083.2|ENST00000481683.5|ENST00000484099.5,ENSE00003549510.1|ENSE00003630848.1|ENSE00003041712.1,4|3,ENSG00000157870.17,+,ENST00000493183.5|ENST00000444521.6|ENST00000419916.8|ENST00000464043.5|ENST00000465233.6|ENST00000498083.2|ENST00000481683.5,ENSE00003693085.1|ENSE00003535204.1|ENSE00001904513.1|ENSE00001927597.1,6|5,ENSG00000157870.17,ENSG00000157870.17,TRUE,annotated
chr1,2588625,2588922,298,+,PRXL2B,ENSG00000157870.17,ENSG00000157870.17:t:2588922-2589040,-0.1331,0.6085,0.03393,0.6882,0.5186,"t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|3e1.1o1",5,3,0,ENSG00000157870.17:t:2588922-2589040_2588625-2588922,,,chr1:2588625-2588922,297,+,ENST00000493183.5|ENST00000474659.5|ENST00000444521.6|ENST00000419916.8|ENST00000378424.9|ENST00000378427.6|ENST00000464043.5|ENST00000465233.6|ENST00000481683.5|ENST00000484099.5,ENSE00003591857.1|ENSE00003566896.1|ENSE00003497204.1|ENSE00003461304.1,5|4,ENSG00000157870.17,+,ENST00000493183.5|ENST00000444521.6|ENST00000419916.8|ENST00000464043.5|ENST00000465233.6|ENST00000498083.2|ENST00000481683.5,ENSE00003693085.1|ENSE00003535204.1|ENSE00001904513.1|ENSE00001927597.1,6|5,ENSG00000157870.17,ENSG00000157870.17,TRUE,annotated
chr1,2588453,2588954,502,+,PRXL2B,ENSG00000157870.17,ENSG00000157870.17:t:2588922-2589040,0,1.319e-06,0.9992,0.0014,0.0026,"t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|3e1.1o1",5,3,0,ENSG00000157870.17:t:2588922-2589040_2588453-2588954,,,chr1:2588453-2588954,501,+,ENST00000493183.5|ENST00000474659.5|ENST00000378425.9|ENST00000444521.6|ENST00000419916.8|ENST00000378424.9|ENST00000537325.6|ENST00000378427.6|ENST00000464043.5|ENST00000465233.6|ENST00000498083.2|ENST00000481683.5|ENST00000484099.5,ENSE00003549510.1|ENSE00003630848.1|ENSE00003041712.1,4|3,ENSG00000157870.17,+,ENST00000474659.5|ENST00000378425.9|ENST00000378424.9|ENST00000378427.6|ENST00000484099.5,ENSE00003685599.1|ENSE00003722753.1|ENSE00003668471.1,6|5,ENSG00000157870.17,ENSG00000157870.17,TRUE,annotated
