# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/noDox-dox0075.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/noDox-dox0075.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "dox0075": 3,
#         "noDox": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	noDox_mean_psi	dox0075_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
UNC5A	ENSG00000113763.12	ENSG00000113763.12:s:176877192-176877279	0.1316;-0.0279;-0.0574	6.939e-01;5.994e-02;2.052e-01	2.967e-02;4.404e-01;2.279e-01	0.8350;0.0681;0.0991	0.9809;0.0096;0.0094	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;1;1	chr5	+	176877279-176877535;176877279-176877546;176877279-176877894	176877192-176877279;176877535-176877703;176877894-176878127		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A176878127-176877192
TBCCD1	ENSG00000113838.13	ENSG00000113838.13:s:186570107-186570543	-0.1006;0.1006	4.616e-01;4.616e-01	7.269e-02;7.269e-02	0.9562;0.0438	0.8056;0.1944	s|1e1.1o1|1e2.1o2	2	3	0;0	chr3	-	186564372-186570107;186558572-186570107	186558417-186558572;186563994-186564372;186570107-186570543		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A186570543-186558417
TBCCD1	ENSG00000113838.13	ENSG00000113838.13:t:186563994-186564372	-0.2614;0.2614	8.797e-01;8.797e-01	4.353e-03;4.353e-03	0.7760;0.2240	0.4721;0.5279	t|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	186564372-186570107;186564372-186567267	186563994-186564372;186567267-186567339;186570107-186570543		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A186570543-186563994
ARL6	ENSG00000113966.10	ENSG00000113966.10:t:97798024-97798535	-0.0159;-0.0763;0.1202;0.0000;0.0000	9.172e-04;3.346e-01;6.695e-01;7.109e-21;7.109e-21	6.500e-01;1.422e-01;2.879e-02;1.000e+00;1.000e+00	0.0503;0.8779;0.0718;0.0004;0.0004	0.0125;0.7827;0.2004;0.0035;0.0006	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	0;0;0;0;1	chr3	+	97788119-97798024;97791826-97798024;97791965-97798024;97793402-97798024;97793403-97798023	97787990-97788119;97791771-97791826;97791953-97791965;97793372-97793402;97798024-97798535	97793403-97798023	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A97798535-97787990
AMOTL2	ENSG00000114019.15	ENSG00000114019.15:s:134359283-134359503	-0.1252;0.1252	5.413e-01;5.413e-01	4.613e-02;4.613e-02	0.8818;0.1182	0.7110;0.2890	s|1e1.1o2|1e1.2o2	2	2	0;0	chr3	-	134358719-134359283;134358716-134359283	134358540-134358719;134359283-134359503		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A134359503-134358540
SLC25A36	ENSG00000114120.14	ENSG00000114120.14:s:140963127-140966211	-0.0438;0.1059;0.0249;-0.0784	1.258e-01;5.410e-01;3.837e-02;3.746e-01	3.101e-01;6.412e-02;4.840e-01;1.177e-01	0.1281;0.2181;0.0868;0.5649	0.0684;0.3383;0.1281;0.4636	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;0;0;0	chr3	+	140963227-140966348;140963227-140966934;140963227-140967000;140963227-140970927	140963127-140966211;140966348-140966434;140966780-140967036;140970365-140970993		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A140970993-140963127
SLC25A36	ENSG00000114120.14	ENSG00000114120.14:t:140970365-140970993	-0.0685;-0.0232;0.1110;-0.0011	3.005e-01;2.895e-02;5.628e-01;6.418e-04	1.566e-01;5.190e-01;5.830e-02;7.276e-01	0.4463;0.1183;0.3878;0.0417	0.3600;0.0831;0.5129;0.0408	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr3	+	140963227-140970927;140966434-140970927;140967036-140970927;140968730-140970927	140963127-140966211;140966348-140966434;140966780-140967036;140968683-140968730;140970365-140970993		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A140970993-140963127
TFDP2	ENSG00000114126.18	ENSG00000114126.18:s:141978520-141978688	0.1535;-0.1535	7.712e-01;7.712e-01	1.939e-02;1.939e-02	0.3251;0.6749	0.5003;0.4997	s|1e1.1o2|1e1.2o2	2	2	0;0	chr3	-	141974194-141978520;141974191-141978520	141974048-141974194;141978520-141978688		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A141978688-141974048
XRN1	ENSG00000114127.11	ENSG00000114127.11:t:142335448-142335509	-0.1040;0.1040	4.844e-01;4.844e-01	7.883e-02;7.883e-02	0.1397;0.8603	0.0077;0.9923	t|1e1.1o1|1e2.1o1	2	3	1;0	chr3	-	142335509-142355401;142335509-142347234	142335448-142335509;142347234-142347342;142355324-142355496		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A142355496-142335448
ACAP2	ENSG00000114331.15	ENSG00000114331.15:s:195326332-195326959	0.3328;-0.3328	9.918e-01;9.918e-01	1.611e-04;1.611e-04	0.2483;0.7517	0.5827;0.4173	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	195325455-195326885;195320813-195326885	195320701-195320813;195325444-195325455;195326332-195326959		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A195326959-195320701
ACAP2	ENSG00000114331.15	ENSG00000114331.15:t:195320701-195320813	-0.3763;0.3763	9.997e-01;9.997e-01	1.819e-06;1.819e-06	0.7550;0.2450	0.3713;0.6287	t|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	195320813-195326885;195320813-195325444	195320701-195320813;195325444-195325455;195326332-195326959		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A195326959-195320701
ECT2	ENSG00000114346.14	ENSG00000114346.14:s:172755295-172755374	0.1709;-0.1709	8.425e-01;8.425e-01	1.041e-02;1.041e-02	0.2228;0.7772	0.3981;0.6019	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	+	172755374-172755483;172755374-172756983	172755295-172755374;172755483-172755575;172756983-172757165		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A172757165-172755295
CYB561D2	ENSG00000114395.11	ENSG00000114395.11:s:50351197-50351560	0.1872;-0.1787;-0.0018	8.698e-01;8.825e-01;2.030e-03	7.744e-03;6.737e-03;7.918e-01	0.7078;0.2510;0.0345	0.9137;0.0650;0.0238	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	+	50351560-50352009;50351560-50353241;50351560-50358118	50351197-50351560;50352009-50352046;50353241-50354069;50358118-50358460		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50358460-50351197
CYB561D2	ENSG00000114395.11	ENSG00000114395.11:t:50353241-50354069	-0.1791;0.1639;0.0007	8.920e-01;7.753e-01;1.939e-02	5.811e-03;1.798e-02;6.013e-01	0.2538;0.6348;0.1162	0.0637;0.8181;0.1140	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr3	+	50351560-50353241;50352046-50353241;50352047-50353240	50351197-50351560;50352009-50352046;50353241-50354069	50352047-50353240	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50354069-50351197
ABTB1	ENSG00000114626.18	ENSG00000114626.18:t:127674110-127674453	0.0471;0.0479;-0.1931;0.0306	1.758e-01;2.793e-01;8.571e-01;9.677e-02	2.564e-01;1.390e-01;7.460e-03;3.715e-01	0.0050;0.7639;0.2271;0.0050	0.0885;0.8292;0.0043;0.0730	t|1e1.1o1|2e1.1o1|2e2.1o2|2e2.2o2	4	3	0;0;0;0	chr3	+	127673081-127674345;127673081-127674391;127673383-127674391;127673608-127674391	127672935-127673081;127673306-127673608;127674110-127674453		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A127674453-127672935
CSPG5	ENSG00000114646.10	ENSG00000114646.10:t:47562238-47562761	-0.0001;0.1121;-0.1414;0.0016	2.422e-05;5.225e-01;6.418e-01;5.692e-05	9.957e-01;6.133e-02;3.555e-02;9.290e-01	0.0046;0.7541;0.2365;0.0046	0.0011;0.9200;0.0432;0.0309	t|1e1.1o1|1e2.1o2|1e2.2o2|i	4	3	0;0;0;1	chr3	-	47562761-47572686;47562761-47569152;47562761-47569071;47562762-47569070	47562238-47562761;47569071-47569227;47572686-47572874	47562762-47569070	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A47572874-47562238
KLHL18	ENSG00000114648.12	ENSG00000114648.12:s:47282917-47283094	0.3446;-0.0000;-0.3273;-0.0009	1.000e+00;7.205e-21;1.000e+00;4.426e-06	1.598e-09;1.000e+00;3.341e-08;9.627e-01	0.4932;0.0009;0.4783;0.0235	0.8385;0.0005;0.1495;0.0096	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr3	+	47283094-47287220;47283094-47297562;47283094-47319653;47283094-47322568	47282917-47283094;47287220-47287458;47297562-47297672;47319653-47319783;47322568-47322708		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A47322708-47282917
FOXP1	ENSG00000114861.23	ENSG00000114861.23:s:71356489-71359202	-0.0693;-0.0460;-0.0000;0.1475	3.180e-01;1.634e-01;1.294e-06;7.227e-01	1.477e-01;2.717e-01;9.989e-01;2.535e-02	0.1292;0.0866;0.0030;0.7761	0.0346;0.0137;0.0027;0.9478	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr3	-	71335281-71359150;71335277-71359150;71318718-71359150;71299880-71359150	71299852-71299880;71318202-71318718;71332194-71335281;71356489-71359202		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A71359202-71299852
FOXP1	ENSG00000114861.23	ENSG00000114861.23:t:71053636-71053773	0.0000;0.3449;0.0000;-0.3482;0.0004;0.0000;0.0000	1.503e-08;9.921e-01;1.503e-08;9.933e-01;2.690e-04;1.503e-08;1.503e-08	9.999e-01;1.532e-04;9.999e-01;1.162e-04;9.006e-01;9.999e-01;9.999e-01	0.0006;0.2964;0.0006;0.6759;0.0214;0.0006;0.0006	0.0013;0.6525;0.0013;0.3193;0.0213;0.0013;0.0013	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	7	8	0;0;0;0;1;0;0	chr3	-	71053773-71296433;71053773-71112536;71053773-71065625;71053773-71064824;71053773-71064136;71053773-71063973;71053773-71055113	71053636-71053773;71055113-71055433;71063973-71064095;71064136-na;71064824-71064983;71065625-71065767;71112536-71112545;71296085-71296445		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A71296445-71053636
FOXP1	ENSG00000114861.23	ENSG00000114861.23:t:71112550-71112637	0.0000;0.1275;0.0000;0.0000;-0.1317;0.0000	3.150e-06;5.944e-01;3.150e-06;3.150e-06;6.138e-01;3.150e-06	9.988e-01;4.293e-02;9.988e-01;9.988e-01;3.945e-02;9.988e-01	0.0017;0.6900;0.0017;0.0017;0.3033;0.0017	0.0023;0.8518;0.0023;0.0023;0.1385;0.0023	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e2.1o1	6	6	0;0;0;0;0;0	chr3	-	71112637-71299820;71112637-71198202;71112637-71186427;71112637-71132091;71112637-71130498;71112628-71198202	71112550-71112637;71130498-71131387;71132091-71132211;71186427-71186546;71198202-71198392;71299695-71299840		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A71299840-71112550
EIF4G1	ENSG00000114867.22	ENSG00000114867.22:s:184316132-184316218	0.2401;-0.2266;0.0000;0.0000	9.998e-01;9.976e-01;7.205e-21;7.205e-21	1.066e-08;1.931e-07;1.000e+00;1.000e+00	0.2524;0.7336;0.0117;0.0036	0.4894;0.5102;0.0002;0.0002	s|1e1.1o1|1e2.1o1|1e3.1o3|1e4.1o1	4	5	0;0;0;0	chr3	+	184316218-184316713;184316218-184317321;184316218-184317717;184316218-184319689	184316132-184316218;184316713-184316733;184317321-184317497;184317717-184317816;184319625-184319728		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A184319728-184316132
EIF4G1	ENSG00000114867.22	ENSG00000114867.22:t:184317321-184317497	-0.0000;0.0000;0.0000;-0.2084;0.2370	7.205e-21;7.205e-21;7.205e-21;9.945e-01;9.999e-01	1.000e+00;1.000e+00;1.000e+00;6.097e-07;4.206e-10	0.0185;0.0104;0.0085;0.6863;0.2757	0.0043;0.0055;0.0017;0.4759;0.5133	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;1;0;0	chr3	+	184314674-184317321;184315545-184317321;184315856-184317321;184316218-184317321;184316733-184317321	184314495-184314674;184315164-184315545;184315763-184315856;184316132-184316218;184316713-184316733;184317321-184317497		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A184317497-184314495
SLC4A3	ENSG00000114923.17	ENSG00000114923.17:s:219628405-219629071	0.0015;0.0670;-0.0488;0.0682;-0.1067	9.053e-04;3.264e-01;2.276e-01;2.432e-01;4.755e-01	8.729e-01;1.300e-01;2.095e-01;2.020e-01;6.361e-02	0.0150;0.3733;0.1374;0.0028;0.4768	0.0271;0.4833;0.0569;0.1027;0.3325	s|1e1.1o1|2e1.1o1|3e1.1o1|4e1.1o1|i	5	2	1;0;0;1;1	chr2	+	219628482-219629144;219628570-219629144;219628766-219629144;219629071-219629144;219629072-219629143	219628405-219629071;219629144-219629421	219629072-219629143	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A219629421-219628405
DGUOK	ENSG00000114956.20	ENSG00000114956.20:t:73946719-73947131	-0.0983;0.0000;0.1085;0.0000	4.925e-01;7.205e-21;5.747e-01;7.205e-21	5.582e-02;1.000e+00;5.945e-02;1.000e+00	0.8313;0.0065;0.1474;0.0132	0.7318;0.0061;0.2562;0.0064	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;1	chr2	+	73927052-73946719;73932683-73946719;73939022-73946719;73943275-73946719	73926826-73927052;73932598-73932683;73938910-73939022;73943172-73943275;73946719-73947131		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A73947131-73926826
PIKFYVE	ENSG00000115020.17	ENSG00000115020.17:s:208273584-208273733	0.1248;0.0562;-0.0661;-0.0616;-0.0019	6.745e-01;1.565e-01;3.018e-01;2.665e-01;1.568e-05	3.195e-02;2.719e-01;1.568e-01;1.805e-01;9.281e-01	0.0395;0.0221;0.7340;0.1708;0.0262	0.1766;0.0948;0.6352;0.0952;0.0013	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	5	5	0;0;0;0;1	chr2	+	208273733-208274018;208273733-208274021;208273733-208276712;208273733-208285726;208273733-208298641	208273584-208273733;208274018-208274053;208276712-208276830;208285726-208285933;208298641-208298779		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A208298779-208273584
PIKFYVE	ENSG00000115020.17	ENSG00000115020.17:s:208304071-208304318	0.0194;0.0345;-0.1990;0.1084	3.272e-02;2.294e-02;9.326e-01;5.471e-01	5.327e-01;4.862e-01;2.763e-03;6.144e-02	0.0629;0.0242;0.5961;0.3153	0.0972;0.0693;0.3903;0.4385	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	1;1;0;0	chr2	+	208304300-208304846;208304300-208312236;208304318-208304846;208304318-208312236	208304071-208304318;208304846-208305549;208312236-208312295		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A208312295-208304071
PIKFYVE	ENSG00000115020.17	ENSG00000115020.17:s:208346050-208346147	-0.1202;0.1202	6.493e-01;6.493e-01	3.868e-02;3.868e-02	0.9060;0.0940	0.7828;0.2172	s|1e1.1o1|1e2.1o1	2	3	0;1	chr2	+	208346147-208347859;208346147-208350024	208346050-208346147;208347859-208348023;208350024-208350083		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A208350083-208346050
PIKFYVE	ENSG00000115020.17	ENSG00000115020.17:t:208276712-208276830	-0.1708;0.1708	8.541e-01;8.541e-01	8.639e-03;8.639e-03	0.9577;0.0423	0.7796;0.2204	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	+	208273733-208276712;208274053-208276712	208273584-208273733;208274018-208274053;208276712-208276830		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A208276830-208273584
PIKFYVE	ENSG00000115020.17	ENSG00000115020.17:t:208285726-208285933	0.0192;-0.1155;-0.0033;-0.0001;0.1090	3.066e-02;5.993e-01;3.221e-04;2.485e-02;5.405e-01	5.291e-01;4.968e-02;8.838e-01;5.725e-01;6.215e-02	0.0347;0.2025;0.0319;0.1165;0.6077	0.0606;0.0833;0.0011;0.1115;0.7362	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	1;0;0;0;0	chr2	+	208271691-208285726;208273733-208285726;208274053-208285726;208276830-208285726;208277708-208285726	208271511-208271691;208273584-208273733;208274018-208274053;208276712-208276830;208277537-208277708;208285726-208285933		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A208285933-208271511
FAHD2A	ENSG00000115042.10	ENSG00000115042.10:s:95406938-95407513	0.1290;-0.1201;-0.0000	6.788e-01;6.257e-01;3.443e-08	3.480e-02;4.759e-02;9.991e-01	0.8407;0.1447;0.0075	0.9887;0.0090;0.0023	s|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr2	+	95407157-95410527;95407157-95412434;95407514-95410526	95406938-95407513;95410527-95410586;95412434-95412676	95407514-95410526	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A95412676-95406938
FAHD2A	ENSG00000115042.10	ENSG00000115042.10:s:95412434-95412676	-0.1298;0.1298	5.208e-01;5.208e-01	4.189e-02;4.189e-02	0.8728;0.1272	0.7115;0.2885	s|1e1.1o1|2e2.2o2	2	3	0;1	chr2	+	95412542-95412677;95412676-95413966	95412434-95412676;95412677-95412782;95412895-95416616		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A95416616-95412434
FAHD2A	ENSG00000115042.10	ENSG00000115042.10:t:95412434-95412676	0.0065;0.0077;-0.1347;-0.0160;0.1081;0.0036	3.510e-03;2.213e-02;6.961e-01;8.544e-02;5.185e-01;2.019e-02	7.766e-01;6.094e-01;2.951e-02;3.963e-01;6.147e-02;5.897e-01	0.0122;0.0437;0.1586;0.1462;0.5784;0.0511	0.0394;0.0453;0.0103;0.1277;0.7188;0.0566	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|i	6	6	1;1;1;1;0;1	chr2	+	95402872-95412434;95405803-95412434;95407157-95412434;95410586-95412434;95411026-95412434;95411027-95412433	95402708-95402992;95405553-95405803;95406938-95407513;95410527-95410586;95410864-95411026;95412434-95412676	95411027-95412433	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A95412676-95402708
ACTR1B	ENSG00000115073.8	ENSG00000115073.8:s:97663452-97664044	0.1124;-0.0124;-0.0563	5.947e-01;4.480e-03;2.254e-01	5.244e-02;6.798e-01;2.110e-01	0.7839;0.0522;0.1585	0.9127;0.0015;0.0859	s|1e1.1o1|2e1.1o1|i	3	2	0;1;1	chr2	-	97661946-97663843;97661946-97663452;97661947-97663451	97661882-97661946;97663452-97664044	97661947-97663451	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A97664044-97661882
EPB41L5	ENSG00000115109.14	ENSG00000115109.14:t:120104060-120105115	-0.3014;0.3085;-0.0027	8.775e-01;9.281e-01;2.512e-01	3.663e-03;2.152e-03;1.419e-01	0.6928;0.0224;0.2838	0.3290;0.3437;0.3151	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;1;1	chr2	+	120100814-120104060;120101691-120104060;120101719-120104060	120100699-120100814;120101589-120101719;120104060-120105115		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A120105115-120100699
ACVR1	ENSG00000115170.16	ENSG00000115170.16:t:157818269-157818559	-0.2194;0.0268;0.0000;0.0000;-0.0008;0.0000;0.0211;0.1420	7.618e-01;9.663e-02;4.124e-05;4.124e-05;8.756e-03;4.124e-05;1.430e-01;6.522e-01	1.109e-02;3.698e-01;9.946e-01;9.946e-01;7.675e-01;9.946e-01;2.946e-01;3.226e-02	0.7963;0.0208;0.0027;0.0027;0.0256;0.0027;0.0891;0.0501	0.4880;0.0795;0.0027;0.0027;0.0239;0.0027;0.1390;0.2328	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.2o2|1e5.1o1|1e6.1o1|1e7.1o1	8	8	0;0;0;0;0;0;0;0	chr2	-	157818559-157875796;157818559-157875742;157818559-157875535;157818559-157874864;157818559-157860033;157818559-157838241;157818559-157826528;157818559-157819403	157818269-157818559;157819403-157819489;157826528-157826646;157838241-157838327;157860033-157860179;157874864-157875111;157875535-157875626;157875742-157876330		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A157876330-157818269
TANC1	ENSG00000115183.15	ENSG00000115183.15:s:158968640-158968782	0.0000;-0.1679;0.1622	1.883e-07;8.863e-01;8.700e-01	9.979e-01;5.284e-03;5.943e-03	0.0054;0.9714;0.0243	0.0073;0.7946;0.1924	s|1e1.1o1|2e1.1o1|2e2.1o1	3	3	1;0;1	chr2	+	158968778-159001080;158968782-159001080;158968782-159065896	158968640-158968782;159001080-159001189;159065896-159065971		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A159065971-158968640
TANC1	ENSG00000115183.15	ENSG00000115183.15:s:159163283-159163546	0.1123;-0.1123	5.914e-01;5.914e-01	4.484e-02;4.484e-02	0.8645;0.1355	0.9888;0.0112	s|1e1.1o1|1e2.1o1	2	3	0;1	chr2	+	159163546-159169250;159163546-159170524	159163283-159163546;159169250-159169372;159170524-159170805		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A159170805-159163283
TANC1	ENSG00000115183.15	ENSG00000115183.15:t:159065896-159065971	0.0961;-0.1134;0.0058;-0.0008	4.675e-01;5.982e-01;2.557e-04;4.474e-04	7.556e-02;5.147e-02;7.933e-01;7.504e-01	0.0155;0.9176;0.0258;0.0436	0.1282;0.7923;0.0399;0.0386	t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;1;1	chr2	+	158968782-159065896;159001189-159065896;159011440-159065896;159043444-159065896	158968640-158968782;159001080-159001189;159011306-159011440;159043276-159043444;159065896-159065971		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A159065971-158968640
TANC1	ENSG00000115183.15	ENSG00000115183.15:t:159170524-159170805	0.0001;-0.0608;-0.0607;0.1347	1.353e-07;1.289e-01;2.519e-01;7.116e-01	9.946e-01;2.979e-01;1.892e-01;2.850e-02	0.0006;0.0891;0.2041;0.7042	0.0156;0.0052;0.1247;0.8531	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2	4	4	1;1;1;0	chr2	+	159150556-159170524;159163546-159170524;159169351-159170524;159169372-159170524	159150370-159150777;159163283-159163546;159169250-159169372;159170524-159170805		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A159170805-159150370
REEP6	ENSG00000115255.12	ENSG00000115255.12:s:1496285-1496453	0.7658;-0.7658	1.000e+00;1.000e+00	8.784e-21;0.000e+00	0.2140;0.7860	0.9721;0.0279	s|1e1.1o1|1e2.1o1	2	3	0;0	chr19	+	1496453-1496591;1496453-1497174	1496285-1496453;1496591-1496671;1497174-1497322		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A1497322-1496285
REEP6	ENSG00000115255.12	ENSG00000115255.12:t:1497174-1497322	-0.7351;0.7351	1.000e+00;1.000e+00	0.000e+00;9.726e-21	0.7393;0.2607	0.0220;0.9780	t|1e1.1o1|1e2.1o1	2	3	0;0	chr19	+	1496453-1497174;1496671-1497174	1496285-1496453;1496591-1496671;1497174-1497322		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A1497322-1496285
APC2	ENSG00000115266.12	ENSG00000115266.12:t:1452800-1453142	0.1359;-0.0010;-0.0925;-0.0165	6.261e-01;2.414e-02;4.581e-01;1.161e-02	3.661e-02;5.828e-01;8.306e-02;6.131e-01	0.4324;0.0917;0.4259;0.0564	0.6096;0.0833;0.2874;0.0102	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;0;0;0	chr19	+	1446341-1452984;1450330-1452984;1450338-1452984;1452318-1452984	1446302-1446341;1450121-1450338;1451289-1452318;1452800-1453142		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A1453142-1446302
TTC31	ENSG00000115282.21	ENSG00000115282.21:s:74483322-74483705	0.1355;-0.0357;-0.0451;-0.0002	7.079e-01;6.793e-02;1.776e-01;2.266e-06	3.018e-02;4.022e-01;2.520e-01;9.911e-01	0.8282;0.0680;0.0907;0.0120	0.9708;0.0016;0.0261;0.0016	s|1e1.1o1|1e2.1o1|2e2.1o1|i	4	3	0;0;0;1	chr2	+	74483410-74490025;74483410-74490244;74483563-74490244;74483706-74490024	74483322-74483705;74490025-74490127;74490244-74490473	74483706-74490024	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A74490473-74483322
TTC31	ENSG00000115282.21	ENSG00000115282.21:t:74490244-74490473	-0.0302;-0.0437;0.1140	3.739e-02;1.521e-01;5.797e-01	4.734e-01;2.780e-01;5.507e-02	0.0625;0.0857;0.8617	0.0016;0.0193;0.9792	t|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr2	+	74483410-74490244;74483563-74490244;74490127-74490244	74483322-74483705;74490025-74490127;74490244-74490473		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A74490473-74483322
TLX2	ENSG00000115297.11	ENSG00000115297.11:s:74513997-74514352	0.1557;-0.1557	7.524e-01;7.524e-01	2.072e-02;2.072e-02	0.5600;0.4400	0.7385;0.2615	s|1e1.1o1|1e2.1o2	2	3	0;0	chr2	+	74514234-74515022;74514234-74515633	74513997-74514352;74514450-74515211;74515633-74515870		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A74515870-74513997
