gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,noDox_mean_psi,dox00187_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
ELOA-AS1,ENSG00000236810.6,ENSG00000236810.6:t:23772111-23772166,-0.1097;-0.0484;0.1787,5.070e-01;2.464e-01;7.121e-01,5.841e-02;1.740e-01;1.740e-02,0.2479;0.2397;0.4946,0.1173;0.1633;0.7210,t|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;0;0,chr1,-,23772166-23778199;23772166-23772272;23772166-23772268,23772111-23772166;23772268-23772694;23778199-23778296,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A23778296-23772111
RP4-669L17.4,ENSG00000237094.12,ENSG00000237094.12:s:498047-498305,0.1877;0.0003;-0.1917,8.342e-01;2.006e-04;8.533e-01,9.487e-03;9.817e-01;7.943e-03,0.7312;0.0051;0.2627,0.9432;0.0078;0.0467,s|1e1.1o1|1e2.1o1|2e1.1o1,3,3,0;0;0,chr1,-,497299-498073;497228-498073;497299-498047,497109-497228;497275-497299;498047-498305,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A498305-497109
RP4-669L17.4,ENSG00000237094.12,ENSG00000237094.12:t:497275-497299,0.0036;0.1150;-0.0118;-0.1420,2.527e-03;5.088e-01;1.670e-01;7.455e-01,8.602e-01;4.960e-02;2.579e-01;1.930e-02,0.0026;0.3186;0.4814;0.1742,0.0272;0.4626;0.4741;0.0213,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,0;0;0;0,chr1,-,497299-501556;497299-498399;497299-498073;497299-498047,497275-497299;498047-498305;498399-498456;501556-501620,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A501620-497275
GS1-124K5.4,ENSG00000237310.2,ENSG00000237310.2:s:66493607-66494364,0.0845;0.0055;-0.1141;0.0008,3.881e-01;1.113e-01;5.938e-01;2.721e-02,8.734e-02;3.455e-01;4.925e-02;5.476e-01,0.5921;0.1902;0.1629;0.0787,0.7048;0.1992;0.0302;0.0630,s|1e1.1o1|2e1.1o1|3e1.1o1|4e1.1o1,4,2,0;0;0;0,chr7,+,66494021-66495255;66494025-66495255;66494212-66495255;66494364-66495255,66493607-66494364;66495255-66495758,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A66495758-66493607
ZNF737,ENSG00000237440.9,ENSG00000237440.9:s:20565638-20565809,-0.0000;0.2130;-0.2279;0.0071,8.626e-09;9.011e-01;9.277e-01;8.151e-03,9.999e-01;4.342e-03;2.735e-03;6.614e-01,0.0020;0.1241;0.8359;0.0390,0.0016;0.3373;0.5975;0.0498,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;1;0;0,chr19,-,20564138-20565638;20554376-20565638;20553835-20565638;20552570-20565638,20552475-20552570;20553709-20553835;20554290-20554376;20564041-20564138;20565638-20565809,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A20565809-20552475
MRPS31P5,ENSG00000243406.6,ENSG00000243406.6:t:52189633-52190227,0.0000;0.1376;0.0000;-0.0484;-0.0525,3.196e-06;6.424e-01;3.196e-06;2.179e-01;1.721e-01,9.983e-01;3.353e-02;9.983e-01;2.090e-01;2.589e-01,0.0026;0.7771;0.0026;0.1175;0.0988,0.0027;0.9399;0.0027;0.0526;0.0027,t|1e1.4o4|2e1.1o4|2e1.2o4|2e1.3o4|2e2.1o1,5,3,0;1;0;1;0,chr13,-,52190227-52193852;52189914-52194254;52189914-52194223;52189914-52194158;52189914-52193111,52189633-52190227;52193111-52193233;52193852-52194465,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A52194465-52189633
FAM86DP,ENSG00000244026.6,ENSG00000244026.6:s:75430832-75430914,0.1203;0.0037;0.0318;-0.1657,5.823e-01;9.350e-03;2.498e-01;6.827e-01,4.815e-02;7.237e-01;1.787e-01;2.129e-02,0.0319;0.0284;0.1330;0.8029,0.1619;0.0395;0.2188;0.5984,s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,0;0;0;0,chr3,-,75429237-75430832;75427908-75430832;75426621-75430832;75426599-75430832,75426450-75426621;75427775-75427908;75429136-75429237;75430832-75430914,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A75430914-75426450
FAM86DP,ENSG00000244026.6,ENSG00000244026.6:t:75426450-75426621,0.0328;0.0613;-0.1419;-0.0023;0.0351,2.400e-01;2.774e-01;5.747e-01;9.669e-04;1.039e-01,1.903e-01;1.489e-01;3.254e-02;9.081e-01;3.517e-01,0.1274;0.0731;0.7545;0.0239;0.0126,0.2105;0.1616;0.5734;0.0025;0.0803,t|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1,5,5,0;1;0;1;0,chr3,-,75426621-75430832;75426599-75432808;75426599-75430832;75426599-75427775;75426599-75427427,75426450-75426621;75427427-75427692;75427775-75427908;75430832-75430914;75432808-75432870,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A75432870-75426450
DUXAP10,ENSG00000244306.11,ENSG00000244306.11:s:19333702-19333813,0.3291;-0.3342;0.0022,9.971e-01;9.977e-01;1.154e-03,2.872e-05;1.995e-05;8.794e-01,0.4067;0.5719;0.0232,0.7469;0.2237;0.0240,s|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;1,chr14,-,19331972-19333702;19331948-19333702;19331617-19333702,19331482-19331617;19331835-19331972;19333702-19333813,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A19333813-19331482
DUXAP10,ENSG00000244306.11,ENSG00000244306.11:t:19331835-19331972,0.0122;0.2981;-0.3264,2.588e-02;9.899e-01;9.979e-01,5.659e-01;1.553e-04;1.788e-05,0.0559;0.3884;0.5550,0.0848;0.6975;0.2115,t|1e1.1o1|1e2.1o1|2e2.1o1,3,3,1;0;0,chr14,-,19331972-19337580;19331972-19333702;19331948-19333702,19331835-19331972;19333702-19333813;19337580-19337730,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A19337730-19331835
DUXAP10,ENSG00000244306.11,ENSG00000244306.11:t:19333702-19333813,-0.1998;0.0001;0.1915,8.589e-01;6.784e-07;8.365e-01,7.269e-03;9.970e-01;9.120e-03,0.6762;0.0019;0.3217,0.4564;0.0087;0.5366,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;1;0,chr14,-,19333813-19337580;19333813-19335352;19333813-19333934,19333702-19333813;19333934-19334081;19335352-19335462;19337580-19337730,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A19337730-19333702
IGFBP7-AS1,ENSG00000245067.7,ENSG00000245067.7:s:na-57158202,0.1528;-0.1528,6.708e-01;6.708e-01,2.570e-02;2.570e-02,0.0626;0.9374,0.2635;0.7365,s|1e1.1o1|1e2.1o1,2,3,1;1,chr4,+,57158202-57179144;57158202-57201133,na-57158202;57179144-57179284;57201133-57201215,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A57201215-57158192
IGFBP7-AS1,ENSG00000245067.7,ENSG00000245067.7:t:57201133-57201215,0.0000;0.0063;-0.1623;0.0522;0.0000;0.0536;0.0069,5.735e-06;1.739e-01;7.828e-01;2.340e-01;5.735e-06;2.010e-01;3.786e-02,9.981e-01;2.421e-01;1.543e-02;2.001e-01;9.981e-01;2.316e-01;5.298e-01,0.0021;0.6586;0.2128;0.0369;0.0021;0.0170;0.0625,0.0022;0.6647;0.0168;0.1196;0.0022;0.1069;0.0779,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1,7,8,0;1;1;1;1;0;0,chr4,+,57109970-57201133;57158202-57201133;57159035-57201133;57159572-57201133;57160450-57201133;57179284-57201133;57188319-57201133,na-57158202;na-57159035;na-57159572;na-57160450;57109762-57109970;57179144-57179284;57188170-57188319;57201133-57201215,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A57201215-57109762
ZNF585B,ENSG00000245680.11,ENSG00000245680.11:s:37207040-37207254,0.0086;-0.1493;-0.0001;0.1381,7.374e-02;5.920e-01;8.400e-05;5.532e-01,4.194e-01;2.932e-02;9.892e-01;3.459e-02,0.0625;0.6204;0.0052;0.3225,0.0780;0.4007;0.0045;0.5055,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr19,-,37199497-37207040;37199054-37207040;37196019-37207040;37190150-37207040,37190024-37190476;37195881-37196019;37198939-37199054;37199400-37199497;37207040-37207254,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37207254-37190024
ZNF585B,ENSG00000245680.11,ENSG00000245680.11:s:37210441-37210549,-0.1002;-0.0011;0.0158;0.0604,4.628e-01;8.354e-04;2.318e-02;2.934e-01,6.547e-02;9.142e-01;5.901e-01;1.366e-01,0.7139;0.0183;0.0036;0.2676,0.5479;0.0151;0.0583;0.3808,s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1,4,4,0;0;1;0,chr19,-,37207254-37210459;37199054-37210459;37190150-37210459;37207254-37210441,37190024-37190476;37198939-37199054;37207040-37207254;37210441-37210549,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37210549-37190024
ZNF585B,ENSG00000245680.11,ENSG00000245680.11:t:37190024-37190476,0.0174;0.0599;-0.1787;0.0487,2.411e-02;3.076e-01;7.027e-01;1.775e-01,5.731e-01;1.273e-01;1.775e-02;2.540e-01,0.0045;0.2546;0.7193;0.0225,0.0644;0.3567;0.4831;0.0986,t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1,4,5,1;0;0;0,chr19,-,37190150-37210459;37190150-37207040;37190150-37198939;37190150-37195881,37190024-37190476;37195881-37196019;37198939-37199054;37207040-37207254;37210441-37210549,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37210549-37190024
SEPTIN7P14,ENSG00000245958.6,ENSG00000245958.6:s:119497662-119498027,0.1048;-0.0660;-0.0245,4.766e-01;3.227e-01;1.052e-01,5.941e-02;1.249e-01;3.531e-01,0.4614;0.4156;0.1299,0.6057;0.3163;0.0711,s|1e1.1o1|1e2.1o1|i,3,3,0;0;1,chr4,+,119497903-119499561;119497903-119512351;119498028-119499560,119497662-119498027;119499561-119500279;119512351-119512464,119498028-119499560,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A119512464-119497662
CTD-2015H6.3,ENSG00000249042.6,ENSG00000249042.6:s:80487773-80488095,-0.0871;0.1236;-0.0241,4.074e-01;5.518e-01;8.520e-02,9.597e-02;4.550e-02;3.943e-01,0.2226;0.6915;0.1097,0.0995;0.8287;0.0666,s|1e1.1o1|1e2.1o1|2e2.1o1,3,3,1;0;0,chr5,-,80486220-80487778;80485561-80487778;80485561-80487773,80485466-80485561;80485878-80486220;80487773-80488095,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A80488095-80485466
GLI4,ENSG00000250571.7,ENSG00000250571.7:s:143274462-143274802,0.0174;0.0171;-0.1054;0.0246,1.371e-01;3.366e-02;4.885e-01;5.991e-02,3.021e-01;5.499e-01;5.920e-02;4.515e-01,0.1320;0.0053;0.8565;0.0053,0.1520;0.0519;0.7316;0.0666,s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2,4,3,0;0;0;0,chr8,+,143274802-143274978;143274802-143275195;143274802-143275897;143274802-143276003,143274462-143274802;143274978-143275751;143275897-143276931,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A143276931-143274462
ZBED3-AS1,ENSG00000250802.7,ENSG00000250802.7:s:77087437-77087916,-0.0052;0.0652;0.0000;0.1229;0.0000;-0.2061;0.0000,8.258e-03;3.268e-01;2.612e-05;5.365e-01;2.612e-05;7.255e-01;2.612e-05,7.920e-01;1.134e-01;9.958e-01;3.980e-02;9.958e-01;1.307e-02;9.958e-01,0.0284;0.2164;0.0023;0.2722;0.0023;0.4483;0.0023,0.0028;0.3153;0.0028;0.4651;0.0028;0.2015;0.0028,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o2,7,8,0;0;0;0;0;0;0,chr5,+,77087619-77088441;77087619-77089346;77087619-77092492;77087619-77098655;77087619-77105656;77087619-77118320;77087619-77139261,77087437-77087916;77088009-77088472;77089346-77089403;77092492-77092533;77098655-77098747;77105656-77106243;77118320-77119644;77139249-77142279,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A77142279-77087437
TMEM108-AS1,ENSG00000251011.6,ENSG00000251011.6:s:133253362-133253452,-0.0968;0.1027;0.0007;-0.0000,4.793e-01;5.189e-01;1.593e-01;2.228e-05,7.582e-02;6.433e-02;2.631e-01;9.954e-01,0.1712;0.0452;0.7695;0.0041,0.0457;0.1885;0.7652;0.0035,s|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,1;1;0;1,chr3,-,133251110-133253362;133249757-133253362;133248597-133253362;133248598-133253361,na-133249757;na-133251110;133248378-133248597;133253362-133253452,133248598-133253361,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A133253452-133248378
SHANK3,ENSG00000251322.9,ENSG00000251322.9:s:50705376-50706152,0.1621;-0.1621,6.785e-01;6.785e-01,2.255e-02;2.255e-02,0.6153;0.3847,0.8428;0.1572,s|1e1.1o1|1e2.1o1,2,3,0;1,chr22,+,50706152-50711615;50706152-50714917,50705376-50706152;50711615-50711638;50714917-50715047,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A50715047-50705376
CHKB-CPT1B,ENSG00000254413.8,ENSG00000254413.8:s:50576857-50577034,-0.1182;0.0085;0.0916,5.786e-01;3.238e-03;4.417e-01,4.804e-02;7.239e-01;8.344e-02,0.5496;0.0204;0.4309,0.4024;0.0440;0.5546,s|1e1.1o2|1e1.2o2|i,3,2,0;0;1,chr22,-,50576637-50576857;50576593-50576857;50576638-50576856,50576536-50576637;50576857-50577034,50576638-50576856,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A50577034-50576536
RP11-849H4.2,ENSG00000254469.9,ENSG00000254469.9:t:71923309-71923475,0.1126;-0.0515;-0.0511;0.0170,5.514e-01;2.942e-01;2.546e-01;1.331e-01,5.461e-02;1.375e-01;1.747e-01;3.098e-01,0.0464;0.6824;0.1585;0.1141,0.1849;0.5895;0.0768;0.1607,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;1;0,chr11,-,71923475-71928449;71923475-71928365;71923475-71926418;71923475-71925933,71923309-71923475;71925933-71926104;71926418-71926510;71928365-71928447;71928449-71928654,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A71928654-71923309
INMT-MINDY4,ENSG00000254959.6,ENSG00000254959.6:t:30882921-30882993,0.1038;-0.1038,4.903e-01;4.903e-01,6.439e-02;6.439e-02,0.0761;0.9239,0.2099;0.7901,t|1e1.1o1|1e2.1o1,2,3,1;0,chr7,+,30875656-30882921;30882361-30882921,30875495-30875656;30882181-30882361;30882921-30882993,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A30882993-30875495
RP11-712L6.5,ENSG00000255062.1,ENSG00000255062.1:t:126294298-126294656,-0.0676;0.0000;-0.0237;0.1136,3.352e-01;6.594e-06;6.482e-02;5.506e-01,1.312e-01;9.972e-01;4.360e-01;5.124e-02,0.1852;0.0033;0.0700;0.7568,0.0761;0.0037;0.0179;0.9043,t|1e1.1o1|1e2.1o1|2e1.1o1|i,4,3,1;0;0;1,chr11,-,126294656-126304208;126294656-126296968;126294602-126304208;126294657-126296967,126294298-126294656;126296968-126297126;126304208-126304318,126294657-126296967,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A126304318-126294298
AC005324.8,ENSG00000255104.8,ENSG00000255104.8:s:15708155-15708247,-0.1171;0.1177;0.0000,6.267e-01;6.297e-01;2.197e-07,4.151e-02;4.114e-02;9.995e-01,0.1613;0.8362;0.0026,0.0208;0.9762;0.0032,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr17,+,15708247-15708517;15708247-15716059;15708247-15734930,15708155-15708247;15708517-na;15716059-15717313;15734930-15735070,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A15735070-15708155
MSH5-SAPCD1,ENSG00000255152.8,ENSG00000255152.8:s:31744139-31744303,-0.1692;0.1692,7.304e-01;7.304e-01,1.851e-02;1.851e-02,0.8732;0.1268,0.6782;0.3218,s|1e1.1o1|2e1.1o1,2,2,0;1,chr6,+,31744299-31744546;31744303-31744546,31744139-31744303;31744546-31744581,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A31744581-31744139
MSH5-SAPCD1,ENSG00000255152.8,ENSG00000255152.8:s:31761472-31761615,0.1239;-0.1239,5.818e-01;5.818e-01,4.398e-02;4.398e-02,0.0993;0.9007,0.2652;0.7348,s|1e1.1o2|1e1.2o2,2,2,0;0,chr6,+,31761615-31761750;31761615-31761818,31761472-31761615;31761750-31761955,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A31761955-31761472
COA8,ENSG00000256053.9,ENSG00000256053.9:s:103571623-103571820,0.1182;0.0000;-0.1246,6.272e-01;6.915e-21;6.693e-01,4.145e-02;1.000e+00;3.255e-02,0.6950;0.0010;0.3040,0.8262;0.0051;0.1649,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr14,+,103571820-103574107;103571820-103579371;103571820-103587274,103571623-103571820;103574107-103574212;103579371-103579491;103587274-103587364,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A103587364-103571623
RP11-705C15.2,ENSG00000256594.8,ENSG00000256594.8:s:9648047-9648933,0.0003;-0.1897;-0.0097;0.2222,5.018e-04;7.588e-01;2.364e-02;8.258e-01,9.712e-01;1.348e-02;6.452e-01;7.761e-03,0.0055;0.3180;0.0442;0.6295,0.0078;0.0650;0.0078;0.9158,s|1e2.1o1|2e2.1o1|3e1.1o1|3e2.1o1,4,3,0;0;1;0,chr12,+,9648328-9653683;9648376-9653683;9648933-9650333;9648933-9653683,9648047-9648933;9650333-9650361;9653683-9653808,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A9653808-9648047
RP11-705C15.2,ENSG00000256594.8,ENSG00000256594.8:t:9653683-9653808,0.0003;-0.1937;0.2100;-0.0042,5.076e-04;7.707e-01;7.905e-01;8.499e-03,9.709e-01;1.246e-02;1.007e-02;7.959e-01,0.0056;0.3136;0.6447;0.0263,0.0078;0.0650;0.9158;0.0078,t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1,4,3,0;0;0;1,chr12,+,9648328-9653683;9648376-9653683;9648933-9653683;9650361-9653683,9648047-9648933;9650333-9650361;9653683-9653808,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A9653808-9648047
RP1-46F2.3,ENSG00000258240.6,ENSG00000258240.6:t:110951683-110951842,-0.1267;0.1267,6.775e-01;6.775e-01,3.093e-02;3.093e-02,0.1868;0.8132,0.0507;0.9493,t|1e1.1o1|1e2.1o1,2,3,1;0,chr12,-,110951842-110957392;110951842-110956239,110951683-110951842;110955403-110956340;110956984-110957480,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A110957480-110951683
CHURC1,ENSG00000258289.10,ENSG00000258289.10:t:64943299-64944591,-0.1306;0.1306,5.289e-01;5.289e-01,3.833e-02;3.833e-02,0.6464;0.3536,0.4514;0.5486,t|1e1.1o1|1e2.1o1,2,3,0;0,chr14,+,64924126-64943299;64926080-64943299,64923991-64924484;64926007-64926080;64943299-64944591,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A64944591-64923991
TMEM179,ENSG00000258986.7,ENSG00000258986.7:s:104604437-104605647,0.1214;-0.1214,6.077e-01;6.077e-01,4.470e-02;4.470e-02,0.0262;0.9738,0.1715;0.8285,s|1e1.1o1|2e2.1o1,2,3,1;0,chr14,-,104604375-104604457;104597127-104604437,na-104604375;104596990-104597127;104604437-104605647,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A104605647-104596990
USP3-AS1,ENSG00000259248.7,ENSG00000259248.7:s:63594695-63594786,0.0000;0.0336;0.0273;-0.1098,1.441e-05;1.053e-01;8.829e-02;5.462e-01,9.960e-01;3.504e-01;3.869e-01;6.111e-02,0.0032;0.0032;0.0032;0.9905,0.0043;0.0766;0.0669;0.8453,s|1e1.1o1|1e2.1o1|1e3.1o3|i,4,4,0;0;0;1,chr15,-,63593877-63594695;63591335-63594695;63589100-63594695;63593878-63594694,63587132-63589100;63590921-63591335;63593749-63593877;63594695-63594786,63593878-63594694,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A63594786-63587132
UBE2Q2P2,ENSG00000259429.5,ENSG00000259429.5:s:82355142-82355374,-0.0049;-0.0382;-0.0425;0.1128;0.0052,2.163e-03;1.026e-01;2.173e-01;5.379e-01;1.224e-01,8.233e-01;3.456e-01;2.122e-01;5.292e-02;3.248e-01,0.0343;0.0851;0.3029;0.3207;0.2778,0.0105;0.0225;0.2388;0.4712;0.2830,s|1e2.2o2|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1,5,4,1;1;1;0;1,chr15,+,82355324-82400660;82355374-82382208;82355374-82400633;82355374-82400660;82355374-82404612,82355142-82355374;82382208-82382298;82400633-82400716;82404612-82404751,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A82404751-82355142
UBE2Q2P2,ENSG00000259429.5,ENSG00000259429.5:t:82400633-82400716,-0.0512;-0.0083;0.1324;0.0125;-0.0288;-0.0003,2.783e-01;7.848e-03;5.907e-01;1.111e-01;5.925e-02;2.601e-05,1.590e-01;7.261e-01;3.756e-02;3.398e-01;4.382e-01;9.857e-01,0.3517;0.0410;0.3747;0.1284;0.0648;0.0129,0.2689;0.0122;0.5402;0.1423;0.0020;0.0020,t|1e1.2o2|2e1.1o2|2e1.2o2|2e2.1o1|2e3.1o1|2e4.1o1,6,5,1;1;0;1;1;0,chr15,+,82355374-82400633;82355324-82400660;82355374-82400660;82382298-82400660;82382879-82400660;82391953-82400660,82355142-82355374;82382208-82382298;82382637-82382879;82391844-82391953;82400633-82400716,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A82400716-82355142
FRRS1L,ENSG00000260230.5,ENSG00000260230.5:s:109166901-109167249,0.0001;0.1385;-0.1404,1.040e-04;6.240e-01;6.358e-01,9.860e-01;3.395e-02;3.274e-02,0.0055;0.7903;0.2048,0.0071;0.9612;0.0310,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr9,-,109150860-109166901;109149720-109166901;109147189-109166901,109147051-109148263;109149636-109149720;109150702-109152193;109166901-109167249,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A109167249-109147051
CORO7,ENSG00000262246.6,ENSG00000262246.6:s:4387765-4388068,0.0000;0.2053;-0.2090,8.139e-07;9.524e-01;9.580e-01,9.993e-01;1.076e-03;8.521e-04,0.0015;0.0015;0.9969,0.0036;0.2444;0.7521,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;1;0,chr16,-,4384909-4387986;4367442-4387986;4365545-4387986,na-4384909;4365491-4365545;4367184-4367442;4387765-4388068,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A4388068-4365491
RNF115,ENSG00000265491.5,ENSG00000265491.5:t:145784539-145784596,-0.0002;-0.1956;0.1913;0.0001;0.0000;0.0000,3.414e-10;9.933e-01;9.986e-01;6.941e-21;6.915e-21;6.915e-21,9.829e-01;3.223e-05;3.114e-06;9.970e-01;1.000e+00;1.000e+00,0.0293;0.9371;0.0194;0.0102;0.0003;0.0019,0.0210;0.7399;0.2123;0.0228;0.0020;0.0003,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e2.1o1,6,6,1;0;1;1;1;1,chr1,-,145784596-145823772;145784596-145788908;145784596-145788612;145784596-145787012;145784596-145785630;145784588-145788908,145784539-145784596;145785630-na;145787012-145787063;145788612-145788802;145788908-145788966;145823772-145824095,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A145824095-145784539
NBPF15,ENSG00000266338.6,ENSG00000266338.6:s:144429700-144429863,-0.1531;0.1531,8.661e-01;8.661e-01,4.174e-03;4.174e-03,0.1834;0.8166,0.0037;0.9963,s|1e1.1o1|2e1.1o1,2,2,1;0,chr1,-,144428657-144429811;144428657-144429700,144428606-144428657;144429700-144429863,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A144429863-144428606
NBPF15,ENSG00000266338.6,ENSG00000266338.6:s:144442670-144442920,-0.0002;0.0595;-0.0020;0.0324;-0.1338;0.0206,1.196e-03;2.997e-01;4.198e-03;8.908e-02;5.911e-01;1.426e-01,8.812e-01;1.389e-01;7.740e-01;3.763e-01;3.557e-02;2.712e-01,0.0200;0.1287;0.0356;0.0017;0.5977;0.2132,0.0174;0.2146;0.0260;0.0806;0.4197;0.2395,s|1e1.1o2|1e2.1o1|2e1.1o2|2e1.2o2|2e2.1o1|i,6,3,1;1;0;1;1;1,chr1,-,144440581-144442817;144440295-144442817;144440581-144442670;144440532-144442670;144440295-144442670;144440582-144442669,144440141-144440295;144440402-144440581;144442670-144442920,144440582-144442669,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A144442920-144440141
RP11-552F3.12,ENSG00000267426.5,ENSG00000267426.5:t:75926030-75926163,-0.1177;0.1177,5.860e-01;5.860e-01,5.017e-02;5.017e-02,0.1574;0.8426,0.0083;0.9917,t|1e1.1o1|1e2.1o1,2,3,1;0,chr17,-,75926163-75926758;75926163-75926288,75926030-75926163;75926288-75926426;75926758-75926877,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A75926877-75926030
RP11-35G9.5,ENSG00000267787.7,ENSG00000267787.7:t:57735151-57735592,-0.0919;-0.0308;-0.0643;0.2747,4.088e-01;1.157e-01;3.351e-01;9.454e-01,7.661e-02;3.339e-01;1.244e-01;1.705e-03,0.4899;0.1078;0.3264;0.0808,0.3539;0.0530;0.2232;0.3774,t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1,4,5,1;0;1;0,chr18,+,57642052-57735151;57696036-57735151;57732023-57735151;57734096-57735151,57641559-57642052;57694253-57696036;57731414-57732023;57734026-57734096;57735151-57735592,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A57735592-57641559
